name,GW,was_home,position,goals_scored,assists,bonus,clean_sheets,saves,goals_conceded,yellow_cards,minutes,total_points
Adam_Smith_63,38,False,2,0,1,3,4,0,40,7,2055,47
Adam_Webster_493,4,False,2,0,0,0,0,0,4,0,90,0
Adam_Webster_493,5,True,2,0,0,0,0,0,5,0,180,0
Adam_Webster_493,6,False,2,0,0,2,1,0,5,0,270,2
Adam_Webster_493,7,False,2,0,0,2,1,0,7,1,360,10
Adam_Webster_493,8,True,2,0,0,2,2,0,7,1,450,10
Adam_Webster_493,9,False,2,1,0,2,2,0,9,1,540,16
Adam_Webster_493,10,True,2,1,0,2,2,0,11,1,630,23
Adam_Webster_493,11,True,2,1,0,2,2,0,11,1,665,22
Adam_Webster_493,13,True,2,1,0,2,2,0,13,2,755,23
Adam_Webster_493,14,False,2,1,0,2,2,0,15,2,845,23
Adam_Webster_493,15,False,2,2,0,2,2,0,16,2,935,24
Adam_Webster_493,16,True,2,2,0,2,2,0,18,2,1025,32
Adam_Webster_493,17,False,2,2,0,2,2,0,19,2,1115,33
Adam_Webster_493,18,True,2,2,0,2,2,0,20,2,1205,35
Adam_Webster_493,19,False,2,3,0,5,2,0,22,2,1295,37
Adam_Webster_493,21,True,2,3,0,5,2,0,23,2,1385,47
Adam_Webster_493,22,False,2,3,0,5,2,0,24,2,1475,49
Adam_Webster_493,23,True,2,3,0,5,2,0,25,3,1565,51
Adam_Webster_493,24,False,2,3,0,5,2,0,28,3,1655,52
Adam_Webster_493,25,False,2,3,0,5,2,0,31,3,1745,53
Adam_Webster_493,27,False,2,3,1,7,2,0,32,3,1835,54
Adam_Webster_493,28,True,2,3,1,7,2,0,33,3,1925,61
Adam_Webster_493,29,False,2,3,1,7,3,0,33,3,2015,63
Adam_Webster_493,30,True,2,3,1,7,3,0,34,3,2105,69
Adam_Webster_493,31,False,2,3,1,7,3,0,34,3,2128,71
Adam_Webster_493,33,False,2,3,1,7,4,0,34,3,2218,72
Adam_Webster_493,34,True,2,3,1,7,4,0,37,3,2308,78
Adam_Webster_493,35,True,2,3,1,7,4,0,42,3,2398,79
Adam_Webster_493,36,False,2,3,1,7,4,0,43,3,2488,79
Adam_Webster_493,37,True,2,3,1,7,5,0,43,4,2578,81
Adam_Webster_493,38,False,2,3,1,7,5,0,44,4,2668,86
Adama_Traoré_417,2,True,3,0,0,0,0,0,0,0,45,0
Adama_Traoré_417,3,True,3,0,0,0,0,0,0,0,59,1
Adama_Traoré_417,4,False,3,0,0,0,0,0,3,0,149,2
Adama_Traoré_417,5,True,3,0,0,0,0,0,7,0,204,4
Adama_Traoré_417,6,False,3,0,1,3,0,0,8,0,294,5
Adama_Traoré_417,7,True,3,0,1,3,1,0,8,0,380,13
Adama_Traoré_417,8,False,3,2,1,6,2,0,8,0,470,16
Adama_Traoré_417,9,True,3,2,1,6,2,0,9,0,560,32
Adama_Traoré_417,10,False,3,2,1,6,2,0,10,0,650,34
Adama_Traoré_417,11,False,3,2,1,6,2,0,11,0,740,36
Adama_Traoré_417,12,True,3,2,2,6,2,0,12,0,830,38
Adama_Traoré_417,13,False,3,2,3,6,2,0,13,0,920,43
Adama_Traoré_417,14,True,3,2,3,6,2,0,14,0,1010,48
Adama_Traoré_417,15,True,3,2,3,6,3,0,14,0,1098,50
Adama_Traoré_417,16,False,3,2,3,6,3,0,16,0,1188,53
Adama_Traoré_417,17,True,3,3,3,9,3,0,18,0,1278,55
Adama_Traoré_417,18,False,3,3,3,9,3,0,19,0,1368,65
Adama_Traoré_417,19,True,3,4,4,12,3,0,21,0,1458,67
Adama_Traoré_417,20,False,3,4,4,12,3,0,21,0,1490,80
Adama_Traoré_417,21,False,3,4,4,12,3,0,23,0,1580,81
