Aaron_Connolly_534,0,0,0,24
Aaron_Connolly_534,0,0,0,30
Aaron_Connolly_534,0,0,0,50
Aaron_Connolly_534,0,0,0,75
Aaron_Connolly_534,2,0,1,154
Aaron_Connolly_534,2,0,1,199
Aaron_Connolly_534,2,2,1,278
Aaron_Connolly_534,2,2,2,363
Aaron_Connolly_534,2,2,2,408
Aaron_Connolly_534,2,2,2,408
Aaron_Connolly_534,2,2,2,483
Aaron_Connolly_534,2,2,2,558
Aaron_Connolly_534,2,2,2,558
Aaron_Connolly_534,2,2,2,558
Aaron_Connolly_534,2,2,2,603
Aaron_Connolly_534,2,2,2,670
Aaron_Connolly_534,2,2,2,670
Aaron_Connolly_534,2,2,2,715
Aaron_Connolly_534,2,2,2,715
Aaron_Connolly_534,2,2,3,782
Aaron_Connolly_534,2,2,3,812
Aaron_Connolly_534,2,2,3,812
Aaron_Connolly_534,2,2,3,812
Aaron_Connolly_534,2,2,3,827
Aaron_Connolly_534,2,2,3,827
Aaron_Connolly_534,2,2,3,827
Aaron_Connolly_534,2,3,3,846
Aaron_Connolly_534,2,3,4,927
Aaron_Connolly_534,2,3,4,1013
Aaron_Connolly_534,2,3,5,1084
Aaron_Connolly_534,2,3,5,1103
Aaron_Connolly_534,2,3,5,1161
Aaron_Connolly_534,2,3,5,1161
Aaron_Connolly_534,2,3,5,1161
Aaron_Connolly_534,3,3,5,1250
Aaron_Cresswell_376,0,0,0,90
Aaron_Cresswell_376,0,0,0,90
Aaron_Cresswell_376,0,0,0,90
Aaron_Cresswell_376,0,0,0,90
Aaron_Cresswell_376,0,0,0,90
Aaron_Cresswell_376,1,0,1,180
Aaron_Cresswell_376,2,0,1,270
Aaron_Cresswell_376,2,0,1,353
Aaron_Cresswell_376,2,0,1,353
Aaron_Cresswell_376,2,0,1,443
Aaron_Cresswell_376,2,0,1,533
Aaron_Cresswell_376,2,0,1,623
Aaron_Cresswell_376,2,0,1,713
Aaron_Cresswell_376,3,0,2,803
Aaron_Cresswell_376,3,0,2,893
Aaron_Cresswell_376,3,0,2,943
Aaron_Cresswell_376,3,0,3,1033
Aaron_Cresswell_376,3,0,3,1123
Aaron_Cresswell_376,3,0,3,1123
Aaron_Cresswell_376,3,0,4,1213
Aaron_Cresswell_376,3,0,4,1303
Aaron_Cresswell_376,3,0,4,1393
Aaron_Cresswell_376,3,0,4,1573
Aaron_Cresswell_376,3,0,4,1663
Aaron_Cresswell_376,3,0,4,1753
Aaron_Cresswell_376,3,0,4,1843
Aaron_Cresswell_376,3,0,4,1933
Aaron_Cresswell_376,3,0,4,2023
Aaron_Cresswell_376,3,0,4,2113
Aaron_Cresswell_376,3,0,4,2203
Aaron_Cresswell_376,3,0,4,2293
Aaron_Cresswell_376,3,0,4,2383
Aaron_Cresswell_376,3,0,4,2473
Aaron_Cresswell_376,3,0,5,2563
Aaron_Cresswell_376,3,0,5,2653
Aaron_Cresswell_376,3,0,5,2727
Aaron_Cresswell_376,3,0,5,2727
Aaron_Lennon_430,0,0,0,6
Aaron_Lennon_430,0,0,0,24
Aaron_Lennon_430,0,0,0,48
Aaron_Lennon_430,0,0,0,138
Aaron_Lennon_430,0,0,0,196
Aaron_Lennon_430,0,0,0,207
Aaron_Lennon_430,0,0,0,207
Aaron_Lennon_430,0,0,0,213
Aaron_Lennon_430,0,0,0,238
Aaron_Lennon_430,0,0,0,238
Aaron_Lennon_430,0,0,0,238
Aaron_Lennon_430,0,0,0,238
Aaron_Lennon_430,0,0,0,238
Aaron_Lennon_430,0,0,0,251
Aaron_Lennon_430,0,0,0,341
Aaron_Lennon_430,0,0,0,360
Aaron_Lennon_430,0,0,0,360
Aaron_Lennon_430,0,0,0,385
Aaron_Lennon_430,0,0,0,385
Aaron_Lennon_430,0,0,0,385
Aaron_Lennon_430,0,0,0,385
Aaron_Lennon_430,0,0,0,475
Aaron_Lennon_430,0,0,0,476
Aaron_Lennon_430,0,0,0,476
Aaron_Lennon_430,0,0,0,476
Aaron_Lennon_430,0,0,0,476
Aaron_Lennon_430,0,0,0,484
Aaron_Lennon_430,0,0,0,484
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Lennon_430,0,0,0,485
Aaron_Mooy_516,0,0,0,0
Aaron_Mooy_516,0,0,0,5
Aaron_Mooy_516,0,0,0,5
Aaron_Mooy_516,0,0,0,5
Aaron_Mooy_516,0,0,0,15
Aaron_Mooy_516,0,0,1,84
Aaron_Mooy_516,0,0,1,148
Aaron_Mooy_516,0,0,2,238
Aaron_Mooy_516,0,0,2,272
Aaron_Mooy_516,0,0,2,272
Aaron_Mooy_516,0,0,2,272
Aaron_Mooy_516,0,0,2,272
Aaron_Mooy_516,0,0,2,362
Aaron_Mooy_516,0,0,2,452
Aaron_Mooy_516,0,1,2,542
Aaron_Mooy_516,0,1,2,632
Aaron_Mooy_516,0,1,2,722
Aaron_Mooy_516,0,1,2,812
Aaron_Mooy_516,0,1,2,902
Aaron_Mooy_516,1,1,3,985
Aaron_Mooy_516,1,1,3,1052
Aaron_Mooy_516,1,1,3,1052
Aaron_Mooy_516,1,1,3,1132
Aaron_Mooy_516,2,1,3,1222
Aaron_Mooy_516,2,1,3,1293
Aaron_Mooy_516,2,1,3,1383
Aaron_Mooy_516,2,1,3,1473
Aaron_Mooy_516,2,1,3,1563
Aaron_Mooy_516,2,1,4,1651
