name,GW,total_points
Conor_Coady_403,22,2
Conor_Coady_403,23,1
Conor_Coady_403,24,1
Conor_Coady_403,25,9
Conor_Coady_403,26,6
Conor_Coady_403,27,5
Conor_Coady_403,28,1
Conor_Coady_403,29,7
Conor_Coady_403,30,6
Conor_Coady_403,31,6
Conor_Coady_403,32,7
Conor_Coady_403,33,0
Conor_Coady_403,34,2
Conor_Coady_403,35,6
Conor_Coady_403,36,2
Conor_Coady_403,37,5
Conor_Coady_403,38,1
Conor_Hourihane_28,1,2
Conor_Hourihane_28,4,1
Conor_Hourihane_28,6,1
Conor_Hourihane_28,7,2
Conor_Hourihane_28,8,11
Conor_Hourihane_28,9,1
Conor_Hourihane_28,11,1
Conor_Hourihane_28,13,14
Conor_Hourihane_28,14,2
Conor_Hourihane_28,15,1
Conor_Hourihane_28,18,1
Conor_Hourihane_28,19,8
Conor_Hourihane_28,20,2
Conor_Hourihane_28,21,1
Conor_Hourihane_28,22,2
Conor_Hourihane_28,23,0
Conor_Hourihane_28,27,1
Conor_Hourihane_28,29,1
Conor_Hourihane_28,30,2
Conor_Hourihane_28,30,3
Conor_Hourihane_28,31,5
Conor_Hourihane_28,32,1
Conor_Hourihane_28,34,1
Conor_Hourihane_28,35,6
Conor_Hourihane_28,36,7
Conor_Hourihane_28,37,3
Conor_Hourihane_28,38,3
Craig_Cathcart_358,1,1
Craig_Cathcart_358,2,2
Craig_Cathcart_358,3,1
Craig_Cathcart_358,4,1
Craig_Cathcart_358,7,1
Craig_Cathcart_358,8,6
Craig_Cathcart_358,9,2
Craig_Cathcart_358,10,7
Craig_Cathcart_358,11,1
Craig_Cathcart_358,12,6
Craig_Cathcart_358,13,1
Craig_Cathcart_358,14,1
Craig_Cathcart_358,15,1
Craig_Cathcart_358,16,5
Craig_Cathcart_358,17,1
Craig_Cathcart_358,18,5
Craig_Cathcart_358,19,1
Craig_Cathcart_358,20,8
Craig_Cathcart_358,21,2
Craig_Cathcart_358,22,6
Craig_Cathcart_358,23,6
Craig_Cathcart_358,24,0
Craig_Cathcart_358,25,1
Craig_Cathcart_358,26,2
Craig_Cathcart_358,27,0
Craig_Cathcart_358,28,6
Craig_Cathcart_358,29,2
Craig_Cathcart_358,31,1
Craig_Cathcart_358,32,0
Craig_Dawson_439,1,1
Craig_Dawson_439,2,2
Craig_Dawson_439,3,1
Craig_Dawson_439,4,1
Craig_Dawson_439,5,1
Craig_Dawson_439,6,-2
Craig_Dawson_439,7,1
Craig_Dawson_439,8,1
Craig_Dawson_439,9,2
Craig_Dawson_439,10,5
Craig_Dawson_439,11,0
Craig_Dawson_439,12,6
Craig_Dawson_439,13,1
Craig_Dawson_439,19,1
Craig_Dawson_439,20,1
Craig_Dawson_439,21,1
Craig_Dawson_439,22,6
Craig_Dawson_439,23,6
Craig_Dawson_439,24,1
Craig_Dawson_439,27,1
Craig_Dawson_439,30,9
Craig_Dawson_439,31,2
Craig_Dawson_439,32,0
Craig_Dawson_439,33,1
Craig_Dawson_439,34,8
Craig_Dawson_439,35,3
Craig_Dawson_439,36,1
Craig_Dawson_439,37,0
Craig_Dawson_439,38,0
Curtis_Jones_569,16,1
Curtis_Jones_569,24,1
Curtis_Jones_569,33,6
Curtis_Jones_569,35,3
Curtis_Jones_569,37,1
Curtis_Jones_569,38,1
Cédric_Soares_486,4,2
Cédric_Soares_486,5,6
Cédric_Soares_486,6,1
Cédric_Soares_486,12,1
Cédric_Soares_486,13,1
Cédric_Soares_486,14,2
Cédric_Soares_486,15,2
Cédric_Soares_486,16,0
Cédric_Soares_486,17,2
Cédric_Soares_486,18,2
Cédric_Soares_486,19,9
Cédric_Soares_486,20,2
Cédric_Soares_486,21,6
Cédric_Soares_486,22,2
Cédric_Soares_486,23,4
Cédric_Soares_486,24,1
Cédric_Soares_486,32,7
Cédric_Soares_486,33,6
Cédric_Soares_486,35,1
Cédric_Soares_486,36,2
Cédric_Soares_486,37,2
César_Azpilicueta_105,1,0
César_Azpilicueta_105,2,2
César_Azpilicueta_105,3,4
César_Azpilicueta_105,4,1
César_Azpilicueta_105,5,1
César_Azpilicueta_105,6,4
César_Azpilicueta_105,7,7
César_Azpilicueta_105,8,2
César_Azpilicueta_105,9,6
César_Azpilicueta_105,10,1
César_Azpilicueta_105,11,2
César_Azpilicueta_105,13,1
César_Azpilicueta_105,15,2
César_Azpilicueta_105,16,1
César_Azpilicueta_105,17,2
César_Azpilicueta_105,18,6
César_Azpilicueta_105,19,1
César_Azpilicueta_105,20,2
César_Azpilicueta_105,21,11
César_Azpilicueta_105,22,12
César_Azpilicueta_105,23,2
César_Azpilicueta_105,24,7
César_Azpilicueta_105,25,1
César_Azpilicueta_105,26,1
César_Azpilicueta_105,27,2
César_Azpilicueta_105,28,1
César_Azpilicueta_105,29,6
César_Azpilicueta_105,30,11
César_Azpilicueta_105,31,2
César_Azpilicueta_105,32,1
César_Azpilicueta_105,33,12
César_Azpilicueta_105,34,1
César_Azpilicueta_105,35,1
César_Azpilicueta_105,36,9
César_Azpilicueta_105,37,0
César_Azpilicueta_105,38,5
Dale_Stephens_57,1,3
Dale_Stephens_57,2,2
Dale_Stephens_57,3,2
Dale_Stephens_57,4,2
Dale_Stephens_57,5,2
Dale_Stephens_57,6,3
Dale_Stephens_57,7,2
Dale_Stephens_57,8,2
Dale_Stephens_57,9,2
Dale_Stephens_57,10,1
Dale_Stephens_57,11,3
Dale_Stephens_57,12,1
Dale_Stephens_57,13,1
Dale_Stephens_57,14,2
Dale_Stephens_57,15,2
Dale_Stephens_57,16,5
Dale_Stephens_57,18,2
Dale_Stephens_57,19,2
Dale_Stephens_57,20,1
Dale_Stephens_57,22,2
Dale_Stephens_57,23,2
Dale_Stephens_57,24,2
Dale_Stephens_57,25,1
Dale_Stephens_57,29,1
Dale_Stephens_57,30,1
Dale_Stephens_57,31,2
Dale_Stephens_57,32,2
Dale_Stephens_57,33,1
Dale_Stephens_57,34,2
Dale_Stephens_57,35,1
Dale_Stephens_57,36,2
Dale_Stephens_57,37,2
Dale_Stephens_57,38,2
Dan_Burn_475,1,6
Dan_Burn_475,2,2
Dan_Burn_475,3,1
Dan_Burn_475,4,0
Dan_Burn_475,5,2
Dan_Burn_475,6,6
Dan_Burn_475,7,1
Dan_Burn_475,8,6
Dan_Burn_475,9,1
Dan_Burn_475,10,1
Dan_Burn_475,11,6
Dan_Burn_475,12,0
Dan_Burn_475,13,1
Dan_Burn_475,14,1
Dan_Burn_475,15,2
Dan_Burn_475,16,0
Dan_Burn_475,17,2
Dan_Burn_475,18,2
Dan_Burn_475,19,0
Dan_Burn_475,20,6
Dan_Burn_475,21,1
Dan_Burn_475,26,1
Dan_Burn_475,27,2
Dan_Burn_475,28,2
Dan_Burn_475,29,5
Dan_Burn_475,30,1
Dan_Burn_475,31,6
Dan_Burn_475,32,1
Dan_Burn_475,33,6
Dan_Burn_475,34,1
Dan_Burn_475,35,1
Dan_Burn_475,36,2
Dan_Burn_475,37,9
Dan_Burn_475,38,2
Dan_Gosling_81,13,1
Dan_Gosling_81,14,1
Dan_Gosling_81,16,1
Dan_Gosling_81,17,7
Dan_Gosling_81,18,2
Dan_Gosling_81,19,8
Dan_Gosling_81,20,2
Dan_Gosling_81,21,2
Dan_Gosling_81,22,1
Dan_Gosling_81,23,2
Dan_Gosling_81,24,1
Dan_Gosling_81,25,5
Dan_Gosling_81,26,2
Dan_Gosling_81,27,2
Dan_Gosling_81,28,1
Dan_Gosling_81,29,1
Dan_Gosling_81,31,1
Dan_Gosling_81,32,6
Dan_Gosling_81,33,1
Dan_Gosling_81,34,2
Dan_Gosling_81,35,0
Dan_Gosling_81,36,2
Dan_Gosling_81,37,1
Dan_Gosling_81,38,2
Daniel_Castelo Podence_619,25,1
Daniel_Castelo Podence_619,26,1
Daniel_Castelo Podence_619,28,1
Daniel_Castelo Podence_619,29,1
Daniel_Castelo Podence_619,31,1
Daniel_Castelo Podence_619,35,6
Daniel_Castelo Podence_619,36,3
Daniel_Castelo Podence_619,37,10
Daniel_Castelo Podence_619,38,1
Daniel_Ceballos Fernández_469,1,1
Daniel_Ceballos Fernández_469,2,11
Daniel_Ceballos Fernández_469,3,2
Daniel_Ceballos Fernández_469,4,1
Daniel_Ceballos Fernández_469,5,1
Daniel_Ceballos Fernández_469,6,2
Daniel_Ceballos Fernández_469,7,1
Daniel_Ceballos Fernández_469,8,3
Daniel_Ceballos Fernández_469,9,1
Daniel_Ceballos Fernández_469,10,2
Daniel_Ceballos Fernández_469,11,2
Daniel_Ceballos Fernández_469,26,3
Daniel_Ceballos Fernández_469,27,2
Daniel_Ceballos Fernández_469,29,3
Daniel_Ceballos Fernández_469,30,2
Daniel_Ceballos Fernández_469,31,3
Daniel_Ceballos Fernández_469,32,3
Daniel_Ceballos Fernández_469,33,3
Daniel_Ceballos Fernández_469,34,3
Daniel_Ceballos Fernández_469,35,2
Daniel_Ceballos Fernández_469,36,0
Daniel_Ceballos Fernández_469,37,2
Daniel_Ceballos Fernández_469,38,2
Daniel_Drinkwater_120,15,1
Daniel_Drinkwater_120,22,2
Daniel_Drinkwater_120,23,1
Daniel_Drinkwater_120,24,1
Daniel_Drinkwater_120,26,1
Daniel_James_243,1,6
Daniel_James_243,2,1
Daniel_James_243,3,6
Daniel_James_243,4,8
Daniel_James_243,5,2
Daniel_James_243,6,2
Daniel_James_243,7,2
Daniel_James_243,8,2
Daniel_James_243,9,6
Daniel_James_243,10,6
Daniel_James_243,11,2
Daniel_James_243,12,2
Daniel_James_243,13,5
Daniel_James_243,14,2
Daniel_James_243,15,2
Daniel_James_243,16,5
Daniel_James_243,17,5
Daniel_James_243,18,1
Daniel_James_243,20,6
Daniel_James_243,21,1
Daniel_James_243,22,1
Daniel_James_243,23,2
Daniel_James_243,24,2
Daniel_James_243,25,3
Daniel_James_243,26,3
Daniel_James_243,27,3
Daniel_James_243,29,3
Daniel_James_243,30,1
Daniel_James_243,31,1
Daniel_James_243,32,1
Daniel_James_243,33,1
Daniel_James_243,34,1
Daniel_James_243,35,1
Danny_Ings_313,1,2
Danny_Ings_313,2,6
Danny_Ings_313,3,5
Danny_Ings_313,4,2
Danny_Ings_313,5,1
Danny_Ings_313,6,1
Danny_Ings_313,7,9
Danny_Ings_313,8,7
Danny_Ings_313,9,9
Danny_Ings_313,10,1
Danny_Ings_313,11,2
Danny_Ings_313,12,7
Danny_Ings_313,13,6
Danny_Ings_313,14,9
Danny_Ings_313,15,9
Danny_Ings_313,16,8
Danny_Ings_313,17,2
Danny_Ings_313,18,13
Danny_Ings_313,19,1
Danny_Ings_313,20,9
Danny_Ings_313,21,9
Danny_Ings_313,22,5
Danny_Ings_313,23,2
Danny_Ings_313,24,1
Danny_Ings_313,25,2
Danny_Ings_313,26,7
Danny_Ings_313,27,2
Danny_Ings_313,28,1
Danny_Ings_313,29,2
Danny_Ings_313,30,11
Danny_Ings_313,31,2
Danny_Ings_313,32,13
Danny_Ings_313,33,2
Danny_Ings_313,34,9
Danny_Ings_313,35,2
Danny_Ings_313,36,7
Danny_Ings_313,37,4
Danny_Ings_313,38,8
Danny_Rose_332,1,2
Danny_Rose_332,2,1
Danny_Rose_332,3,1
Danny_Rose_332,4,0
Danny_Rose_332,5,5
Danny_Rose_332,6,1
Danny_Rose_332,7,2
Danny_Rose_332,9,1
Danny_Rose_332,10,0
Danny_Rose_332,13,1
Danny_Rose_332,18,1
Danny_Rose_332,22,2
Danny_Rose_332,25,1
Danny_Rose_332,26,0
Danny_Rose_332,27,2
Danny_Rose_332,28,5
Danny_Rose_332,29,6
Danny_Rose_332,30,6
Danny_Rose_332,31,2
Danny_Rose_332,34,0
Danny_Rose_332,35,2
Danny_Rose_332,37,5
Danny_Rose_332,38,1
Danny_Welbeck_512,2,1
Danny_Welbeck_512,3,1
Danny_Welbeck_512,7,2
Danny_Welbeck_512,8,2
Danny_Welbeck_512,9,1
Danny_Welbeck_512,25,1
Danny_Welbeck_512,26,1
Danny_Welbeck_512,27,1
Danny_Welbeck_512,29,1
Danny_Welbeck_512,30,1
Danny_Welbeck_512,31,2
Danny_Welbeck_512,32,1
Danny_Welbeck_512,33,1
Danny_Welbeck_512,34,9
Danny_Welbeck_512,35,2
Danny_Welbeck_512,36,2
Danny_Welbeck_512,37,1
Danny_Welbeck_512,38,9
Darren_Randolph_606,23,2
Darren_Randolph_606,24,1
Daryl_Janmaat_359,4,2
Daryl_Janmaat_359,5,1
Daryl_Janmaat_359,7,-1
Daryl_Janmaat_359,8,9
Daryl_Janmaat_359,9,12
Daryl_Janmaat_359,10,6
Daryl_Janmaat_359,11,0
Daryl_Janmaat_359,12,7
David_Brooks_76,30,2
David_Brooks_76,31,1
David_Brooks_76,32,2
David_Brooks_76,33,1
David_Brooks_76,34,3
David_Brooks_76,35,2
David_Brooks_76,36,7
David_Brooks_76,37,1
David_Brooks_76,38,2
David_Luiz Moreira Marinho_106,2,1
David_Luiz Moreira Marinho_106,3,0
David_Luiz Moreira Marinho_106,4,1
David_Luiz Moreira Marinho_106,5,1
David_Luiz Moreira Marinho_106,6,1
David_Luiz Moreira Marinho_106,7,2
David_Luiz Moreira Marinho_106,8,15
David_Luiz Moreira Marinho_106,9,2
David_Luiz Moreira Marinho_106,10,7
David_Luiz Moreira Marinho_106,11,2
David_Luiz Moreira Marinho_106,12,1
David_Luiz Moreira Marinho_106,13,1
David_Luiz Moreira Marinho_106,14,1
David_Luiz Moreira Marinho_106,15,0
David_Luiz Moreira Marinho_106,18,9
David_Luiz Moreira Marinho_106,19,2
David_Luiz Moreira Marinho_106,20,0
David_Luiz Moreira Marinho_106,21,6
David_Luiz Moreira Marinho_106,22,2
David_Luiz Moreira Marinho_106,23,2
David_Luiz Moreira Marinho_106,24,-3
David_Luiz Moreira Marinho_106,25,9
David_Luiz Moreira Marinho_106,26,6
David_Luiz Moreira Marinho_106,27,4
David_Luiz Moreira Marinho_106,29,7
David_Luiz Moreira Marinho_106,30,-3
David_Luiz Moreira Marinho_106,32,6
David_Luiz Moreira Marinho_106,33,5
David_Luiz Moreira Marinho_106,34,2
David_Luiz Moreira Marinho_106,35,1
David_Luiz Moreira Marinho_106,36,2
David_Luiz Moreira Marinho_106,37,1
David_Luiz Moreira Marinho_106,38,1
David_Martin_553,14,10
David_Martin_553,15,2
David_Martin_553,16,1
David_Martin_553,17,5
David_Martin_553,22,2
David_McGoldrick_303,1,2
David_McGoldrick_303,2,2
David_McGoldrick_303,3,1
David_McGoldrick_303,4,1
David_McGoldrick_303,5,2
David_McGoldrick_303,9,1
David_McGoldrick_303,10,2
David_McGoldrick_303,11,2
David_McGoldrick_303,12,8
David_McGoldrick_303,13,2
David_McGoldrick_303,14,2
David_McGoldrick_303,15,1
David_McGoldrick_303,16,2
David_McGoldrick_303,17,5
David_McGoldrick_303,18,1
David_McGoldrick_303,19,2
David_McGoldrick_303,20,1
David_McGoldrick_303,21,2
David_McGoldrick_303,22,1
David_McGoldrick_303,27,1
David_McGoldrick_303,29,1
David_McGoldrick_303,30,1
David_McGoldrick_303,31,2
David_McGoldrick_303,32,2
David_McGoldrick_303,33,2
David_McGoldrick_303,35,13
David_McGoldrick_303,36,1
David_McGoldrick_303,37,2
David_Silva_219,1,3
David_Silva_219,2,1
David_Silva_219,3,10
David_Silva_219,4,10
David_Silva_219,5,1
David_Silva_219,6,11
David_Silva_219,7,1
David_Silva_219,8,3
David_Silva_219,9,11
David_Silva_219,10,9
David_Silva_219,11,1
David_Silva_219,13,2
David_Silva_219,14,5
David_Silva_219,15,9
David_Silva_219,16,2
David_Silva_219,21,1
David_Silva_219,22,5
David_Silva_219,23,2
David_Silva_219,26,3
David_Silva_219,30,3
David_Silva_219,30,9
David_Silva_219,31,1
David_Silva_219,33,2
David_Silva_219,34,17
David_Silva_219,35,1
David_Silva_219,36,13
David_Silva_219,38,3
David_de Gea_235,1,10
David_de Gea_235,2,2
David_de Gea_235,3,1
David_de Gea_235,4,2
David_de Gea_235,5,9
David_de Gea_235,6,2
David_de Gea_235,7,4
David_de Gea_235,8,2
David_de Gea_235,9,3
David_de Gea_235,10,2
David_de Gea_235,11,3
David_de Gea_235,12,2
David_de Gea_235,13,2
David_de Gea_235,14,1
David_de Gea_235,15,3
David_de Gea_235,16,2
David_de Gea_235,17,3
David_de Gea_235,18,1
David_de Gea_235,19,2
David_de Gea_235,20,6
David_de Gea_235,21,1
David_de Gea_235,22,7
David_de Gea_235,23,1
David_de Gea_235,24,1
David_de Gea_235,25,7
David_de Gea_235,26,6
David_de Gea_235,27,6
David_de Gea_235,28,3
David_de Gea_235,29,9
David_de Gea_235,30,2
David_de Gea_235,31,6
David_de Gea_235,32,6
David_de Gea_235,33,1
David_de Gea_235,34,6
David_de Gea_235,35,2
David_de Gea_235,36,8
David_de Gea_235,37,2
David_de Gea_235,38,7
Davinson_Sánchez_333,1,2
Davinson_Sánchez_333,2,1
Davinson_Sánchez_333,3,2
Davinson_Sánchez_333,4,0
Davinson_Sánchez_333,9,0
Davinson_Sánchez_333,10,1
Davinson_Sánchez_333,11,2
Davinson_Sánchez_333,12,2
Davinson_Sánchez_333,13,1
Davinson_Sánchez_333,14,1
Davinson_Sánchez_333,15,1
Davinson_Sánchez_333,16,6
Davinson_Sánchez_333,17,1
Davinson_Sánchez_333,18,1
Davinson_Sánchez_333,19,1
Davinson_Sánchez_333,20,1
Davinson_Sánchez_333,22,2
Davinson_Sánchez_333,25,7
Davinson_Sánchez_333,26,4
Davinson_Sánchez_333,27,1
Davinson_Sánchez_333,28,1
Davinson_Sánchez_333,29,1
Davinson_Sánchez_333,30,2
Davinson_Sánchez_333,31,12
Davinson_Sánchez_333,32,1
Davinson_Sánchez_333,35,2
Davinson_Sánchez_333,36,2
Davinson_Sánchez_333,37,5
Davinson_Sánchez_333,38,1
Davy_Pröpper_54,1,6
Davy_Pröpper_54,2,2
Davy_Pröpper_54,3,2
Davy_Pröpper_54,4,2
Davy_Pröpper_54,5,2
Davy_Pröpper_54,6,3
Davy_Pröpper_54,9,2
Davy_Pröpper_54,10,1
Davy_Pröpper_54,11,3
Davy_Pröpper_54,12,-1
Davy_Pröpper_54,13,2
Davy_Pröpper_54,14,2
Davy_Pröpper_54,15,2
Davy_Pröpper_54,16,7
Davy_Pröpper_54,17,1
Davy_Pröpper_54,18,2
Davy_Pröpper_54,20,3
Davy_Pröpper_54,21,2
Davy_Pröpper_54,22,2
Davy_Pröpper_54,23,2
Davy_Pröpper_54,24,2
Davy_Pröpper_54,25,6
Davy_Pröpper_54,26,3
Davy_Pröpper_54,27,1
Davy_Pröpper_54,28,2
Davy_Pröpper_54,29,3
Davy_Pröpper_54,30,2
Davy_Pröpper_54,31,1
Davy_Pröpper_54,32,1
Davy_Pröpper_54,33,3
Davy_Pröpper_54,34,2
Davy_Pröpper_54,35,1
Davy_Pröpper_54,36,2
Davy_Pröpper_54,37,1
Davy_Pröpper_54,38,1
DeAndre_Yedlin_253,7,1
DeAndre_Yedlin_253,8,5
DeAndre_Yedlin_253,9,2
DeAndre_Yedlin_253,10,2
DeAndre_Yedlin_253,11,1
DeAndre_Yedlin_253,12,8
DeAndre_Yedlin_253,13,1
DeAndre_Yedlin_253,18,1
DeAndre_Yedlin_253,19,0
DeAndre_Yedlin_253,20,1
DeAndre_Yedlin_253,21,1
DeAndre_Yedlin_253,25,0
DeAndre_Yedlin_253,30,1
DeAndre_Yedlin_253,32,1
DeAndre_Yedlin_253,34,0
DeAndre_Yedlin_253,36,1
Dean_Henderson_471,1,2
Dean_Henderson_471,2,9
Dean_Henderson_471,3,1
Dean_Henderson_471,4,2
Dean_Henderson_471,5,4
Dean_Henderson_471,6,6
Dean_Henderson_471,7,3
Dean_Henderson_471,8,6
Dean_Henderson_471,9,6
Dean_Henderson_471,10,3
Dean_Henderson_471,11,6
Dean_Henderson_471,12,3
Dean_Henderson_471,14,3
Dean_Henderson_471,15,1
Dean_Henderson_471,16,3
Dean_Henderson_471,17,6
Dean_Henderson_471,18,12
Dean_Henderson_471,19,2
Dean_Henderson_471,20,1
Dean_Henderson_471,21,2
Dean_Henderson_471,22,6
Dean_Henderson_471,23,3
Dean_Henderson_471,24,11
Dean_Henderson_471,25,10
Dean_Henderson_471,26,2
Dean_Henderson_471,27,2
Dean_Henderson_471,29,7
Dean_Henderson_471,30,2
Dean_Henderson_471,30,11
Dean_Henderson_471,32,2
Dean_Henderson_471,33,3
Dean_Henderson_471,34,7
Dean_Henderson_471,35,8
Dean_Henderson_471,36,2
Dean_Henderson_471,37,2
Dean_Henderson_471,38,1
Declan_Rice_395,1,2
Declan_Rice_395,2,1
Declan_Rice_395,3,2
Declan_Rice_395,4,3
Declan_Rice_395,5,3
Declan_Rice_395,6,3
Declan_Rice_395,7,2
Declan_Rice_395,8,2
Declan_Rice_395,9,1
Declan_Rice_395,10,2
Declan_Rice_395,11,2
Declan_Rice_395,12,2
Declan_Rice_395,13,2
Declan_Rice_395,14,3
Declan_Rice_395,15,1
Declan_Rice_395,16,2
Declan_Rice_395,17,3
Declan_Rice_395,19,2
Declan_Rice_395,20,1
Declan_Rice_395,21,7
Declan_Rice_395,22,2
Declan_Rice_395,23,2
Declan_Rice_395,24,2
Declan_Rice_395,25,2
Declan_Rice_395,26,2
Declan_Rice_395,27,4
Declan_Rice_395,28,2
Declan_Rice_395,29,2
Declan_Rice_395,30,2
Declan_Rice_395,31,3
Declan_Rice_395,32,1
Declan_Rice_395,33,7
Declan_Rice_395,34,2
Declan_Rice_395,35,3
Declan_Rice_395,36,10
Declan_Rice_395,37,6
Declan_Rice_395,38,5
Dejan_Lovren_186,8,2
Dejan_Lovren_186,10,1
Dejan_Lovren_186,11,2
Dejan_Lovren_186,12,2
Dejan_Lovren_186,13,2
Dejan_Lovren_186,14,2
Dejan_Lovren_186,15,4
Dejan_Lovren_186,16,1
Dejan_Lovren_186,28,1
Dejan_Lovren_186,30,1
Demarai_Gray_175,4,1
Demarai_Gray_175,5,2
Demarai_Gray_175,6,0
Demarai_Gray_175,7,1
Demarai_Gray_175,9,1
Demarai_Gray_175,10,1
Demarai_Gray_175,11,4
Demarai_Gray_175,12,1
Demarai_Gray_175,13,4
Demarai_Gray_175,17,1
Demarai_Gray_175,18,1
Demarai_Gray_175,20,5
Demarai_Gray_175,21,1
Demarai_Gray_175,22,1
Demarai_Gray_175,30,4
Demarai_Gray_175,31,3
Demarai_Gray_175,32,1
Demarai_Gray_175,34,4
Demarai_Gray_175,36,6
Demarai_Gray_175,37,1
Demarai_Gray_175,38,1
Dennis_Praet_517,2,1
Dennis_Praet_517,3,2
Dennis_Praet_517,6,1
Dennis_Praet_517,7,6
Dennis_Praet_517,8,2
Dennis_Praet_517,9,1
Dennis_Praet_517,11,1
Dennis_Praet_517,12,1
Dennis_Praet_517,13,1
Dennis_Praet_517,15,1
Dennis_Praet_517,16,5
Dennis_Praet_517,17,1
Dennis_Praet_517,18,1
Dennis_Praet_517,19,2
Dennis_Praet_517,22,10
Dennis_Praet_517,23,5
Dennis_Praet_517,25,1
Dennis_Praet_517,26,1
Dennis_Praet_517,27,2
Dennis_Praet_517,28,1
Dennis_Praet_517,29,2
Dennis_Praet_517,32,1
Dennis_Praet_517,33,1
Dennis_Praet_517,34,1
Dennis_Praet_517,35,1
Dennis_Praet_517,37,1
Dennis_Praet_517,38,1
Dennis_Srbeny_279,3,1
Dennis_Srbeny_279,5,1
Dennis_Srbeny_279,8,1
Dennis_Srbeny_279,9,1
Dennis_Srbeny_279,11,1
Dennis_Srbeny_279,13,6
Dennis_Srbeny_279,16,1
Dennis_Srbeny_279,18,1
Diego_Rico_65,1,2
Diego_Rico_65,5,5
Diego_Rico_65,6,5
Diego_Rico_65,7,0
Diego_Rico_65,8,2
Diego_Rico_65,9,8
Diego_Rico_65,10,5
Diego_Rico_65,11,6
Diego_Rico_65,12,1
Diego_Rico_65,13,0
Diego_Rico_65,14,0
Diego_Rico_65,15,9
Diego_Rico_65,16,1
Diego_Rico_65,17,6
Diego_Rico_65,18,1
Diego_Rico_65,20,1
Diego_Rico_65,21,-1
Diego_Rico_65,23,2
Diego_Rico_65,24,5
Diego_Rico_65,25,2
Diego_Rico_65,26,1
Diego_Rico_65,33,0
Diego_Rico_65,34,9
Diego_Rico_65,35,5
Diego_Rico_65,36,1
Diego_Rico_65,37,1
Diego_Rico_65,38,7
Dimitri_Foulquier_542,6,-1
Dimitri_Foulquier_542,10,1
Dimitri_Foulquier_542,14,1
Diogo_Jota_410,1,2
Diogo_Jota_410,2,2
Diogo_Jota_410,3,2
Diogo_Jota_410,4,1
Diogo_Jota_410,5,2
Diogo_Jota_410,6,9
Diogo_Jota_410,9,1
Diogo_Jota_410,10,2
Diogo_Jota_410,11,1
Diogo_Jota_410,12,1
Diogo_Jota_410,13,5
Diogo_Jota_410,14,2
Diogo_Jota_410,15,1
Diogo_Jota_410,16,13
Diogo_Jota_410,17,2
Diogo_Jota_410,18,2
Diogo_Jota_410,19,2
Diogo_Jota_410,20,2
Diogo_Jota_410,21,1
Diogo_Jota_410,24,1
Diogo_Jota_410,25,2
Diogo_Jota_410,26,2
Diogo_Jota_410,27,16
Diogo_Jota_410,28,12
Diogo_Jota_410,29,2
Diogo_Jota_410,30,2
Diogo_Jota_410,31,2
Diogo_Jota_410,32,1
Diogo_Jota_410,33,1
Diogo_Jota_410,34,2
Diogo_Jota_410,35,5
Diogo_Jota_410,36,2
Diogo_Jota_410,37,1
Diogo_Jota_410,38,1
Divock_Origi_188,1,12
Divock_Origi_188,2,1
Divock_Origi_188,4,1
Divock_Origi_188,5,1
Divock_Origi_188,7,1
Divock_Origi_188,8,1
Divock_Origi_188,9,1
Divock_Origi_188,10,1
Divock_Origi_188,11,1
Divock_Origi_188,13,1
Divock_Origi_188,14,1
Divock_Origi_188,15,13
Divock_Origi_188,17,4
Divock_Origi_188,19,1
Divock_Origi_188,20,1
Divock_Origi_188,21,1
Divock_Origi_188,22,1
Divock_Origi_188,23,1
Divock_Origi_188,24,1
Divock_Origi_188,24,5
Divock_Origi_188,28,1
Divock_Origi_188,29,1
Divock_Origi_188,30,0
Divock_Origi_188,32,1
Divock_Origi_188,33,2
Divock_Origi_188,36,1
Divock_Origi_188,37,1
Divock_Origi_188,38,8
Djibril_Sidibé_511,8,0
Djibril_Sidibé_511,9,9
Djibril_Sidibé_511,10,1
Djibril_Sidibé_511,11,2
Djibril_Sidibé_511,12,4
Djibril_Sidibé_511,13,2
Djibril_Sidibé_511,14,4
Djibril_Sidibé_511,15,0
Djibril_Sidibé_511,16,6
Djibril_Sidibé_511,18,6
Djibril_Sidibé_511,19,12
Djibril_Sidibé_511,20,2
Djibril_Sidibé_511,21,3
Djibril_Sidibé_511,22,6
Djibril_Sidibé_511,23,1
Djibril_Sidibé_511,24,1
Djibril_Sidibé_511,25,1
Djibril_Sidibé_511,26,2
Djibril_Sidibé_511,27,1
Djibril_Sidibé_511,28,1
Djibril_Sidibé_511,29,0
Djibril_Sidibé_511,33,1
Djibril_Sidibé_511,34,1
Djibril_Sidibé_511,37,7
Djibril_Sidibé_511,38,1
Domingos_Quina_375,3,1
Domingos_Quina_375,15,1
Domingos_Quina_375,17,1
Domingos_Quina_375,22,1
Dominic_Calvert-Lewin_147,1,2
Dominic_Calvert-Lewin_147,2,2
Dominic_Calvert-Lewin_147,3,1
Dominic_Calvert-Lewin_147,4,1
Dominic_Calvert-Lewin_147,5,6
Dominic_Calvert-Lewin_147,7,6
Dominic_Calvert-Lewin_147,8,2
Dominic_Calvert-Lewin_147,10,7
Dominic_Calvert-Lewin_147,11,1
Dominic_Calvert-Lewin_147,12,1
Dominic_Calvert-Lewin_147,13,1
Dominic_Calvert-Lewin_147,14,2
Dominic_Calvert-Lewin_147,15,1
