name,GW,points,form
Douglas Luiz_Soares de Paulo_470,15,1,2.5
Douglas Luiz_Soares de Paulo_470,16,2,2.0
Douglas Luiz_Soares de Paulo_470,17,1,2.0
Douglas Luiz_Soares de Paulo_470,18,2,1.5
Douglas Luiz_Soares de Paulo_470,19,2,1.5
Douglas Luiz_Soares de Paulo_470,20,2,1.75
Douglas Luiz_Soares de Paulo_470,21,7,1.75
Douglas Luiz_Soares de Paulo_470,22,2,3.25
Douglas Luiz_Soares de Paulo_470,23,4,3.25
Douglas Luiz_Soares de Paulo_470,24,6,3.75
Douglas Luiz_Soares de Paulo_470,25,1,4.75
Douglas Luiz_Soares de Paulo_470,26,2,3.25
Douglas Luiz_Soares de Paulo_470,27,2,3.25
Douglas Luiz_Soares de Paulo_470,29,2,1.25
Douglas Luiz_Soares de Paulo_470,30,2,1.5
Douglas Luiz_Soares de Paulo_470,30,2,2.0
Douglas Luiz_Soares de Paulo_470,31,1,2.0
Douglas Luiz_Soares de Paulo_470,32,2,1.75
Douglas Luiz_Soares de Paulo_470,33,2,1.75
Douglas Luiz_Soares de Paulo_470,34,2,1.75
Douglas Luiz_Soares de Paulo_470,35,2,1.75
Douglas Luiz_Soares de Paulo_470,36,2,2.0
Douglas Luiz_Soares de Paulo_470,37,2,2.0
Douglas Luiz_Soares de Paulo_470,38,2,2.0
Dwight_Gayle_554,9,1,0.0
Dwight_Gayle_554,10,1,0.25
Dwight_Gayle_554,13,1,0.5
Dwight_Gayle_554,14,1,0.5
Dwight_Gayle_554,17,1,0.5
Dwight_Gayle_554,18,1,0.5
Dwight_Gayle_554,19,1,0.5
Dwight_Gayle_554,20,1,0.75
Dwight_Gayle_554,22,4,0.75
Dwight_Gayle_554,27,1,0.0
Dwight_Gayle_554,28,1,0.25
Dwight_Gayle_554,29,2,0.5
Dwight_Gayle_554,31,8,1.0
Dwight_Gayle_554,32,8,2.75
Dwight_Gayle_554,33,4,4.5
Dwight_Gayle_554,34,1,5.0
Dwight_Gayle_554,35,8,5.25
Dwight_Gayle_554,36,2,5.25
Dwight_Gayle_554,37,2,3.75
Dwight_Gayle_554,38,9,3.25
Dwight_McNeil_97,1,3,0.0
Dwight_McNeil_97,2,5,3.0
Dwight_McNeil_97,3,6,4.0
Dwight_McNeil_97,4,2,4.666666666666667
Dwight_McNeil_97,5,2,4.0
Dwight_McNeil_97,6,6,3.75
Dwight_McNeil_97,7,2,4.0
Dwight_McNeil_97,8,3,3.0
Dwight_McNeil_97,9,5,3.25
Dwight_McNeil_97,10,8,4.0
Dwight_McNeil_97,11,1,4.5
Dwight_McNeil_97,12,6,4.25
Dwight_McNeil_97,13,3,5.0
Dwight_McNeil_97,14,1,4.5
Dwight_McNeil_97,15,2,2.75
Dwight_McNeil_97,16,2,3.0
Dwight_McNeil_97,17,3,2.0
Dwight_McNeil_97,18,2,2.0
Dwight_McNeil_97,19,2,2.25
Dwight_McNeil_97,20,1,2.25
Dwight_McNeil_97,21,2,2.0
Dwight_McNeil_97,22,1,1.75
Dwight_McNeil_97,23,2,1.5
Dwight_McNeil_97,24,3,1.5
Dwight_McNeil_97,25,3,2.0
Dwight_McNeil_97,26,2,2.25
Dwight_McNeil_97,27,14,2.5
Dwight_McNeil_97,28,3,5.5
Dwight_McNeil_97,29,4,5.5
Dwight_McNeil_97,30,2,5.75
Dwight_McNeil_97,31,5,5.75
Dwight_McNeil_97,32,3,3.5
Dwight_McNeil_97,33,2,3.5
Dwight_McNeil_97,34,3,3.0
Dwight_McNeil_97,35,2,3.25
Dwight_McNeil_97,36,2,2.5
Dwight_McNeil_97,37,3,2.25
Dwight_McNeil_97,38,2,2.5
Ederson_Santana de Moraes_212,1,7,0.0
Ederson_Santana de Moraes_212,2,1,7.0
Ederson_Santana de Moraes_212,3,3,4.0
Ederson_Santana de Moraes_212,4,6,3.6666666666666665
Ederson_Santana de Moraes_212,5,1,4.25
Ederson_Santana de Moraes_212,6,7,2.75
Ederson_Santana de Moraes_212,7,4,4.25
Ederson_Santana de Moraes_212,8,0,4.5
Ederson_Santana de Moraes_212,9,6,3.0
Ederson_Santana de Moraes_212,10,9,4.25
Ederson_Santana de Moraes_212,11,1,4.75
Ederson_Santana de Moraes_212,13,2,4.0
Ederson_Santana de Moraes_212,14,1,3.0
Ederson_Santana de Moraes_212,15,2,1.0
Ederson_Santana de Moraes_212,16,2,1.25
Ederson_Santana de Moraes_212,17,6,1.75
Ederson_Santana de Moraes_212,18,2,2.75
Ederson_Santana de Moraes_212,19,-3,3.0
Ederson_Santana de Moraes_212,22,2,-0.25
Ederson_Santana de Moraes_212,23,1,-0.25
Ederson_Santana de Moraes_212,24,6,0.75
Ederson_Santana de Moraes_212,25,1,2.25
Ederson_Santana de Moraes_212,26,6,2.5
Ederson_Santana de Moraes_212,27,7,3.5
Ederson_Santana de Moraes_212,29,2,3.5
Ederson_Santana de Moraes_212,30,6,3.75
Ederson_Santana de Moraes_212,30,6,5.25
Ederson_Santana de Moraes_212,31,2,5.25
Ederson_Santana de Moraes_212,32,7,4.0
Ederson_Santana de Moraes_212,33,3,5.25
Ederson_Santana de Moraes_212,34,6,4.5
Ederson_Santana de Moraes_212,35,6,4.5
Ederson_Santana de Moraes_212,36,2,5.5
Ederson_Santana de Moraes_212,37,6,4.25
Ederson_Santana de Moraes_212,38,7,5.0
Edward_Nketiah_13,23,1,0.0
Edward_Nketiah_13,25,1,0.25
Edward_Nketiah_13,26,2,0.5
Edward_Nketiah_13,27,7,1.0
Edward_Nketiah_13,29,1,2.5
Edward_Nketiah_13,30,2,2.5
Edward_Nketiah_13,30,1,3.0
Edward_Nketiah_13,31,6,2.75
Edward_Nketiah_13,32,1,2.5
Edward_Nketiah_13,33,2,2.5
Edward_Nketiah_13,34,-2,2.5
Edward_Nketiah_13,37,2,0.0
Edward_Nketiah_13,38,1,0.0
Emerson_Palmieri dos Santos_107,1,0,0.0
Emerson_Palmieri dos Santos_107,2,2,0.0
Emerson_Palmieri dos Santos_107,3,1,1.0
Emerson_Palmieri dos Santos_107,4,1,1.0
Emerson_Palmieri dos Santos_107,6,1,1.0
Emerson_Palmieri dos Santos_107,11,2,0.0
Emerson_Palmieri dos Santos_107,12,5,0.5
Emerson_Palmieri dos Santos_107,13,0,1.75
Emerson_Palmieri dos Santos_107,14,2,1.75
Emerson_Palmieri dos Santos_107,17,2,0.5
Emerson_Palmieri dos Santos_107,19,1,0.5
Emerson_Palmieri dos Santos_107,20,1,0.75
Emerson_Palmieri dos Santos_107,23,0,0.5
Emerson_Palmieri dos Santos_107,24,0,0.25
Emerson_Palmieri dos Santos_107,37,1,0.0
Emil_Krafth_519,2,1,0.0
Emil_Krafth_519,3,6,0.5
Emil_Krafth_519,4,2,2.3333333333333335
Emil_Krafth_519,5,1,2.25
Emil_Krafth_519,7,0,2.25
Emil_Krafth_519,8,1,0.75
Emil_Krafth_519,15,1,0.0
Emil_Krafth_519,19,1,0.25
Emil_Krafth_519,21,1,0.25
Emil_Krafth_519,23,6,0.5
Emil_Krafth_519,24,1,1.75
Emil_Krafth_519,32,2,0.0
Emil_Krafth_519,33,6,0.5
Emil_Krafth_519,34,0,2.0
Emil_Krafth_519,35,1,2.0
Emil_Krafth_519,36,1,2.25
Emil_Krafth_519,37,6,2.0
Emile_Smith Rowe_576,17,1,0.0
Emile_Smith Rowe_576,18,3,0.25
Emiliano_Buendía_283,1,4,0.0
Emiliano_Buendía_283,2,2,4.0
Emiliano_Buendía_283,3,5,3.0
Emiliano_Buendía_283,4,2,3.6666666666666665
Emiliano_Buendía_283,5,11,3.25
Emiliano_Buendía_283,6,2,5.0
Emiliano_Buendía_283,7,2,5.0
Emiliano_Buendía_283,8,2,4.25
Emiliano_Buendía_283,9,3,4.25
Emiliano_Buendía_283,10,2,2.25
Emiliano_Buendía_283,11,2,2.25
Emiliano_Buendía_283,12,2,2.25
Emiliano_Buendía_283,13,1,2.25
Emiliano_Buendía_283,14,1,1.75
Emiliano_Buendía_283,15,1,1.5
Emiliano_Buendía_283,16,2,1.25
Emiliano_Buendía_283,17,5,1.25
Emiliano_Buendía_283,18,4,2.25
Emiliano_Buendía_283,19,2,3.0
Emiliano_Buendía_283,20,6,3.25
Emiliano_Buendía_283,21,8,4.25
Emiliano_Buendía_283,22,2,5.0
Emiliano_Buendía_283,23,2,4.5
Emiliano_Buendía_283,25,1,3.0
Emiliano_Buendía_283,26,1,1.25
Emiliano_Buendía_283,27,0,1.0
Emiliano_Buendía_283,28,3,0.5
Emiliano_Buendía_283,29,2,1.25
Emiliano_Buendía_283,30,2,1.5
Emiliano_Buendía_283,31,1,1.75
Emiliano_Buendía_283,32,1,2.0
Emiliano_Buendía_283,33,2,1.5
Emiliano_Buendía_283,34,8,1.5
Emiliano_Buendía_283,35,2,3.0
Emiliano_Buendía_283,36,0,3.25
Emiliano_Buendía_283,37,-2,3.0
Emiliano_Martínez_427,30,1,0.0
Emiliano_Martínez_427,31,8,0.25
Emiliano_Martínez_427,32,5,2.25
Emiliano_Martínez_427,33,6,3.5
Emiliano_Martínez_427,34,3,5.0
Emiliano_Martínez_427,35,3,5.5
Emiliano_Martínez_427,36,4,4.25
Emiliano_Martínez_427,37,2,4.0
Emiliano_Martínez_427,38,1,3.0
Enda_Stevens_291,1,2,0.0
Enda_Stevens_291,2,7,2.0
Enda_Stevens_291,3,1,4.5
Enda_Stevens_291,4,5,3.3333333333333335
Enda_Stevens_291,5,2,3.75
Enda_Stevens_291,6,8,3.75
Enda_Stevens_291,7,2,4.0
Enda_Stevens_291,8,6,4.25
Enda_Stevens_291,9,6,4.5
Enda_Stevens_291,10,4,5.5
Enda_Stevens_291,11,6,4.5
Enda_Stevens_291,12,2,5.5
Enda_Stevens_291,13,1,4.5
Enda_Stevens_291,14,1,3.25
Enda_Stevens_291,15,1,2.5
Enda_Stevens_291,16,9,1.25
Enda_Stevens_291,17,6,3.0
Enda_Stevens_291,18,5,4.25
Enda_Stevens_291,19,2,5.25
Enda_Stevens_291,20,0,5.5
Enda_Stevens_291,21,1,3.25
Enda_Stevens_291,22,8,2.0
Enda_Stevens_291,23,3,2.75
Enda_Stevens_291,24,2,3.0
Enda_Stevens_291,25,6,3.5
Enda_Stevens_291,26,1,4.75
Enda_Stevens_291,27,7,3.0
Enda_Stevens_291,29,6,3.5
Enda_Stevens_291,30,6,3.5
Enda_Stevens_291,30,1,5.0
Enda_Stevens_291,31,1,5.0
Enda_Stevens_291,32,5,3.5
Enda_Stevens_291,33,2,3.25
Enda_Stevens_291,34,5,2.25
Enda_Stevens_291,35,9,3.25
Enda_Stevens_291,36,1,5.25
Enda_Stevens_291,37,2,4.25
Enda_Stevens_291,38,0,4.25
Eric_Bailly_228,26,6,0.0
Eric_Bailly_228,29,1,1.5
Eric_Bailly_228,30,1,1.75
Eric_Bailly_228,33,1,0.5
Eric_Dier_350,7,1,0.0
Eric_Dier_350,8,1,0.25
Eric_Dier_350,12,1,0.25
Eric_Dier_350,13,2,0.25
Eric_Dier_350,14,2,0.75
Eric_Dier_350,16,2,1.25
Eric_Dier_350,17,4,1.5
Eric_Dier_350,18,1,2.0
Eric_Dier_350,19,1,1.75
Eric_Dier_350,24,1,0.0
Eric_Dier_350,25,1,0.25
Eric_Dier_350,26,4,0.5
Eric_Dier_350,28,2,1.5
Eric_Dier_350,29,2,1.75
Eric_Dier_350,30,2,2.0
Eric_Dier_350,31,3,1.5
Eric_Dier_350,32,2,2.25
Eric_Dier_350,33,3,2.25
Eric_Dier_350,38,1,0.0
Eric_Garcia_544,6,1,0.0
Eric_Garcia_544,15,1,0.0
Eric_Garcia_544,19,0,0.25
Eric_Garcia_544,20,6,0.0
Eric_Garcia_544,21,2,1.5
Eric_Garcia_544,24,1,2.0
Eric_Garcia_544,30,6,0.0
Eric_Garcia_544,32,6,1.5
Eric_Garcia_544,33,2,3.0
Eric_Garcia_544,35,6,2.0
Eric_Garcia_544,36,0,3.5
Eric_Garcia_544,37,6,2.0
Eric_Garcia_544,38,1,3.0
Erik_Lamela_346,1,1,0.0
Erik_Lamela_346,2,12,1.0
Erik_Lamela_346,3,2,6.5
Erik_Lamela_346,4,3,5.0
Erik_Lamela_346,5,8,4.5
Erik_Lamela_346,6,2,6.25
Erik_Lamela_346,7,1,3.75
Erik_Lamela_346,8,2,3.5
Erik_Lamela_346,9,1,3.25
Erik_Lamela_346,20,1,0.0
Erik_Lamela_346,21,1,0.25
Erik_Lamela_346,22,1,0.5
Erik_Lamela_346,23,3,0.75
Erik_Lamela_346,24,3,1.5
Erik_Lamela_346,25,1,2.0
Erik_Lamela_346,27,4,1.75
Erik_Lamela_346,29,4,1.25
Erik_Lamela_346,30,3,2.0
Erik_Lamela_346,31,1,2.75
Erik_Lamela_346,32,1,2.0
Erik_Lamela_346,33,1,2.25
Erik_Lamela_346,34,3,1.5
Erik_Lamela_346,35,1,1.5
Erik_Lamela_346,36,4,1.5
Erik_Lamela_346,37,1,2.25
Erik_Pieters_447,1,14,0.0
Erik_Pieters_447,2,1,14.0
Erik_Pieters_447,3,2,7.5
Erik_Pieters_447,4,1,5.666666666666667
Erik_Pieters_447,5,2,4.5
Erik_Pieters_447,6,7,1.5
Erik_Pieters_447,7,6,3.0
Erik_Pieters_447,8,1,4.0
Erik_Pieters_447,9,1,4.0
Erik_Pieters_447,10,-1,3.75
Erik_Pieters_447,11,0,1.75
Erik_Pieters_447,14,0,-0.25
Erik_Pieters_447,15,0,0.0
Erik_Pieters_447,16,0,0.0
Erik_Pieters_447,17,8,0.0
Erik_Pieters_447,30,1,0.0
Erik_Pieters_447,31,1,0.25
Erik_Pieters_447,32,6,0.5
Erik_Pieters_447,33,2,2.0
Erik_Pieters_447,34,6,2.5
Erik_Pieters_447,35,2,3.75
Erik_Pieters_447,36,2,4.0
Erik_Pieters_447,37,12,3.0
Erik_Pieters_447,38,3,5.5
Etienne_Capoue_373,1,2,0.0
Etienne_Capoue_373,2,1,2.0
Etienne_Capoue_373,3,2,1.5
Etienne_Capoue_373,5,1,1.25
Etienne_Capoue_373,6,2,1.0
Etienne_Capoue_373,7,2,1.25
Etienne_Capoue_373,12,3,0.0
Etienne_Capoue_373,13,2,0.75
Etienne_Capoue_373,14,6,1.25
Etienne_Capoue_373,15,2,2.75
Etienne_Capoue_373,16,2,3.25
Etienne_Capoue_373,17,2,3.0
Etienne_Capoue_373,18,2,3.0
Etienne_Capoue_373,19,2,2.0
Etienne_Capoue_373,20,6,2.0
Etienne_Capoue_373,21,2,3.0
Etienne_Capoue_373,22,3,3.0
Etienne_Capoue_373,23,2,3.25
Etienne_Capoue_373,24,2,3.25
Etienne_Capoue_373,25,2,2.25
Etienne_Capoue_373,26,8,2.25
Etienne_Capoue_373,27,2,3.5
Etienne_Capoue_373,28,3,3.5
Etienne_Capoue_373,29,1,3.75
Etienne_Capoue_373,30,3,3.5
Etienne_Capoue_373,31,2,2.25
Etienne_Capoue_373,32,2,2.25
Etienne_Capoue_373,33,0,2.0
Etienne_Capoue_373,34,7,1.75
Etienne_Capoue_373,35,2,2.75
Ezequiel_Schelotto_546,10,1,0.0
Ezequiel_Schelotto_546,11,1,0.25
Ezequiel_Schelotto_546,13,1,0.5
Ezequiel_Schelotto_546,19,1,0.0
Ezequiel_Schelotto_546,25,1,0.0
Ezequiel_Schelotto_546,26,1,0.25
Ezequiel_Schelotto_546,27,2,0.5
Ezequiel_Schelotto_546,30,2,0.75
Ezri_Konsa Ngoyo_452,8,1,0.0
Ezri_Konsa Ngoyo_452,12,1,0.25
Ezri_Konsa Ngoyo_452,13,6,0.25
Ezri_Konsa Ngoyo_452,14,1,1.75
Ezri_Konsa Ngoyo_452,15,1,2.0
Ezri_Konsa Ngoyo_452,16,3,2.25
Ezri_Konsa Ngoyo_452,19,6,1.0
Ezri_Konsa Ngoyo_452,20,1,2.25
Ezri_Konsa Ngoyo_452,21,2,1.75
Ezri_Konsa Ngoyo_452,22,-1,2.25
Ezri_Konsa Ngoyo_452,23,2,2.0
Ezri_Konsa Ngoyo_452,24,6,1.0
Ezri_Konsa Ngoyo_452,25,0,2.25
Ezri_Konsa Ngoyo_452,26,1,1.75
Ezri_Konsa Ngoyo_452,27,0,2.25
Ezri_Konsa Ngoyo_452,30,6,0.25
Ezri_Konsa Ngoyo_452,30,0,1.75
Ezri_Konsa Ngoyo_452,31,3,1.5
Ezri_Konsa Ngoyo_452,32,1,2.25
Ezri_Konsa Ngoyo_452,33,1,2.5
Ezri_Konsa Ngoyo_452,34,0,1.25
Ezri_Konsa Ngoyo_452,35,6,1.25
Ezri_Konsa Ngoyo_452,36,9,2.0
Ezri_Konsa Ngoyo_452,37,7,4.0
Ezri_Konsa Ngoyo_452,38,2,5.5
Fabian_Delph_205,4,0,0.0
Fabian_Delph_205,5,0,0.0
Fabian_Delph_205,6,1,0.0
Fabian_Delph_205,7,1,0.25
Fabian_Delph_205,8,2,0.5
Fabian_Delph_205,10,0,1.0
Fabian_Delph_205,11,2,0.75
Fabian_Delph_205,18,6,0.0
Fabian_Delph_205,19,8,1.5
Fabian_Delph_205,20,1,3.5
Fabian_Delph_205,21,0,3.75
Fabian_Delph_205,22,1,3.75
Fabian_Delph_205,23,2,2.5
Fabian_Delph_205,24,1,1.0
Fabian_Delph_205,25,-2,1.0
Fabian_Delph_205,27,1,0.25
Fabian_Schär_252,1,2,0.0
Fabian_Schär_252,2,1,2.0
Fabian_Schär_252,3,8,1.5
Fabian_Schär_252,4,8,3.6666666666666665
Fabian_Schär_252,5,1,4.75
Fabian_Schär_252,6,6,4.5
Fabian_Schär_252,7,-1,5.75
Fabian_Schär_252,8,5,3.5
Fabian_Schär_252,9,2,2.75
Fabian_Schär_252,16,1,0.0
Fabian_Schär_252,17,2,0.25
Fabian_Schär_252,18,5,0.75
Fabian_Schär_252,19,-1,2.0
Fabian_Schär_252,20,7,1.75
Fabian_Schär_252,21,1,3.25
Fabian_Schär_252,24,4,2.0
Fabian_Schär_252,26,0,1.0
Fabian_Schär_252,27,2,1.0
Fabian_Schär_252,30,1,0.5
Fabian_Schär_252,34,0,0.25
Fabian_Schär_252,35,0,0.0
Fabian_Schär_252,36,1,0.0
Fabio Henrique_Tavares_197,1,2,0.0
Fabio Henrique_Tavares_197,2,1,2.0
Fabio Henrique_Tavares_197,3,6,1.5
Fabio Henrique_Tavares_197,4,3,3.0
Fabio Henrique_Tavares_197,5,2,3.0
Fabio Henrique_Tavares_197,6,1,3.0
Fabio Henrique_Tavares_197,7,3,3.0
Fabio Henrique_Tavares_197,8,1,2.25
Fabio Henrique_Tavares_197,9,1,1.75
Fabio Henrique_Tavares_197,10,2,1.5
Fabio Henrique_Tavares_197,12,9,1.0
Fabio Henrique_Tavares_197,13,1,3.0
Fabio Henrique_Tavares_197,23,1,0.0
Fabio Henrique_Tavares_197,24,1,0.25
Fabio Henrique_Tavares_197,24,1,0.5
Fabio Henrique_Tavares_197,25,3,0.75
Fabio Henrique_Tavares_197,26,1,1.5
Fabio Henrique_Tavares_197,27,2,1.5
Fabio Henrique_Tavares_197,28,2,1.75
Fabio Henrique_Tavares_197,29,2,2.0
Fabio Henrique_Tavares_197,30,3,1.75
Fabio Henrique_Tavares_197,31,14,2.25
Fabio Henrique_Tavares_197,32,2,5.25
Fabio Henrique_Tavares_197,33,3,5.25
Fabio Henrique_Tavares_197,34,0,5.5
Fabio Henrique_Tavares_197,35,6,4.75
Fabio Henrique_Tavares_197,36,2,2.75
Fabio Henrique_Tavares_197,37,2,2.75
Fabián_Balbuena_382,1,-1,0.0
Fabián_Balbuena_382,5,1,-0.25
Fabián_Balbuena_382,10,1,0.0
Fabián_Balbuena_382,11,7,0.25
Fabián_Balbuena_382,12,1,2.0
Fabián_Balbuena_382,14,7,2.25
Fabián_Balbuena_382,15,1,3.75
Fabián_Balbuena_382,16,1,2.25
Fabián_Balbuena_382,17,8,2.25
Fabián_Balbuena_382,19,1,2.5
Fabián_Balbuena_382,20,1,2.5
Fabián_Balbuena_382,21,6,2.5
Fabián_Balbuena_382,22,2,2.0
Fabián_Balbuena_382,31,1,0.0
Fabián_Balbuena_382,32,1,0.25
Fabián_Balbuena_382,35,1,0.5
Fabián_Balbuena_382,36,1,0.5
Faustino_Anjorin_630,29,1,0.0
Federico_Fernández_254,3,1,0.0
Federico_Fernández_254,4,1,0.3333333333333333
Federico_Fernández_254,5,1,0.5
Federico_Fernández_254,10,8,0.0
Federico_Fernández_254,11,6,2.0
Federico_Fernández_254,12,4,3.5
Federico_Fernández_254,13,0,4.5
Federico_Fernández_254,14,1,4.5
Federico_Fernández_254,15,6,2.75
Federico_Fernández_254,16,9,2.75
Federico_Fernández_254,17,2,4.0
Federico_Fernández_254,18,6,4.5
Federico_Fernández_254,19,0,5.75
Federico_Fernández_254,20,1,4.25
Federico_Fernández_254,21,0,2.25
Federico_Fernández_254,22,2,1.75
Federico_Fernández_254,23,9,0.75
Federico_Fernández_254,24,1,3.0
Federico_Fernández_254,25,9,3.0
Federico_Fernández_254,26,1,5.25
Federico_Fernández_254,27,2,5.0
Federico_Fernández_254,28,8,3.25
Federico_Fernández_254,29,7,5.0
Federico_Fernández_254,30,6,4.5
Federico_Fernández_254,31,1,5.75
Federico_Fernández_254,32,2,5.5
Federico_Fernández_254,33,1,4.0
Federico_Fernández_254,34,-2,2.5
Federico_Fernández_254,35,3,0.5
Federico_Fernández_254,36,0,1.0
Federico_Fernández_254,37,6,0.5
Federico_Fernández_254,38,0,1.75
Felipe Anderson_Pereira Gomes_390,1,1,0.0
Felipe Anderson_Pereira Gomes_390,3,5,0.5
Felipe Anderson_Pereira Gomes_390,4,3,2.0
Felipe Anderson_Pereira Gomes_390,5,3,2.25
Felipe Anderson_Pereira Gomes_390,6,6,2.75
Felipe Anderson_Pereira Gomes_390,7,5,4.25
Felipe Anderson_Pereira Gomes_390,8,2,4.25
Felipe Anderson_Pereira Gomes_390,9,1,4.0
Felipe Anderson_Pereira Gomes_390,10,3,3.5
Felipe Anderson_Pereira Gomes_390,11,2,2.75
Felipe Anderson_Pereira Gomes_390,12,1,2.0
Felipe Anderson_Pereira Gomes_390,13,1,1.75
Felipe Anderson_Pereira Gomes_390,14,3,1.75
Felipe Anderson_Pereira Gomes_390,15,2,1.75
Felipe Anderson_Pereira Gomes_390,16,2,1.75
Felipe Anderson_Pereira Gomes_390,19,1,1.0
Felipe Anderson_Pereira Gomes_390,20,6,0.75
Felipe Anderson_Pereira Gomes_390,21,8,1.75
Felipe Anderson_Pereira Gomes_390,22,2,3.75
Felipe Anderson_Pereira Gomes_390,27,2,0.0
Felipe Anderson_Pereira Gomes_390,28,1,0.5
Felipe Anderson_Pereira Gomes_390,29,1,0.75
Felipe Anderson_Pereira Gomes_390,30,3,1.0
Felipe Anderson_Pereira Gomes_390,31,1,1.75
Felipe Anderson_Pereira Gomes_390,38,1,0.0
Fernando_Luiz Rosa_221,4,1,0.0
Fernando_Luiz Rosa_221,6,3,0.25
Fernando_Luiz Rosa_221,7,2,1.0
Fernando_Luiz Rosa_221,8,1,1.5
Fernando_Luiz Rosa_221,9,3,1.5
Fernando_Luiz Rosa_221,10,0,2.25
Fernando_Luiz Rosa_221,11,2,1.5
Fernando_Luiz Rosa_221,12,2,1.5
Fernando_Luiz Rosa_221,13,2,1.75
Fernando_Luiz Rosa_221,14,1,1.5
Fernando_Luiz Rosa_221,15,3,1.75
Fernando_Luiz Rosa_221,16,2,2.0
Fernando_Luiz Rosa_221,17,2,2.0
Fernando_Luiz Rosa_221,18,2,2.0
Fernando_Luiz Rosa_221,19,2,2.25
Fernando_Luiz Rosa_221,20,3,2.0
Fernando_Luiz Rosa_221,21,3,2.25
Fernando_Luiz Rosa_221,22,2,2.5
Fernando_Luiz Rosa_221,23,0,2.5
Fernando_Luiz Rosa_221,24,2,2.0
Fernando_Luiz Rosa_221,25,2,1.75
Fernando_Luiz Rosa_221,27,3,1.0
Fernando_Luiz Rosa_221,29,1,1.25
Fernando_Luiz Rosa_221,30,1,1.0
Fernando_Luiz Rosa_221,30,6,1.25
Fernando_Luiz Rosa_221,31,-1,2.75
Fernando_Luiz Rosa_221,33,1,1.75
Fernando_Luiz Rosa_221,35,1,0.0
Fernando_Luiz Rosa_221,36,2,0.5
Fernando_Luiz Rosa_221,38,1,0.75
Fikayo_Tomori_529,4,1,0.0
Fikayo_Tomori_529,5,9,0.25
Fikayo_Tomori_529,6,0,2.5
Fikayo_Tomori_529,7,7,2.5
Fikayo_Tomori_529,8,2,4.25
Fikayo_Tomori_529,9,5,4.5
Fikayo_Tomori_529,10,1,3.5
Fikayo_Tomori_529,11,2,3.75
Fikayo_Tomori_529,12,9,2.5
Fikayo_Tomori_529,13,1,4.25
Fikayo_Tomori_529,14,2,3.25
Fikayo_Tomori_529,18,7,0.5
Fikayo_Tomori_529,19,0,1.75
Fikayo_Tomori_529,20,1,1.75
Fikayo_Tomori_529,28,1,0.0
Florian_Lejeune_257,18,6,0.0
Florian_Lejeune_257,19,0,1.5
Florian_Lejeune_257,20,1,1.5
Florian_Lejeune_257,21,1,1.75
Florian_Lejeune_257,22,2,2.0
Florian_Lejeune_257,24,14,1.0
Florin_Andone_46,1,6,0.0
Florin_Andone_46,2,1,6.0
Florin_Andone_46,3,-2,3.5
Francisco_Femenía Far_357,1,1,0.0
Francisco_Femenía Far_357,2,2,1.0
Francisco_Femenía Far_357,3,1,1.5
Francisco_Femenía Far_357,4,2,1.3333333333333333
Francisco_Femenía Far_357,5,0,1.5
Francisco_Femenía Far_357,6,-3,1.25
Francisco_Femenía Far_357,9,0,-0.75
Francisco_Femenía Far_357,11,1,0.0
Francisco_Femenía Far_357,13,1,0.25
Francisco_Femenía Far_357,14,2,0.5
Francisco_Femenía Far_357,15,1,1.0
Francisco_Femenía Far_357,16,5,1.0
Francisco_Femenía Far_357,17,1,2.25
Francisco_Femenía Far_357,18,6,2.25
Francisco_Femenía Far_357,19,2,3.25
Francisco_Femenía Far_357,20,6,3.5
Francisco_Femenía Far_357,21,1,3.75
Francisco_Femenía Far_357,28,6,0.0
Francisco_Femenía Far_357,29,1,1.5
Francisco_Femenía Far_357,30,6,1.75
Francisco_Femenía Far_357,31,2,3.25
Francisco_Femenía Far_357,32,1,3.75
Francisco_Femenía Far_357,33,1,2.5
Francisco_Femenía Far_357,34,2,2.5
Francisco_Femenía Far_357,35,5,1.5
Francisco_Femenía Far_357,36,1,2.25
Francisco_Femenía Far_357,37,0,2.25
Francisco_Femenía Far_357,38,0,2.0
Frederico_Rodrigues de Paula Santos_244,5,1,0.0
Frederico_Rodrigues de Paula Santos_244,6,1,0.25
Frederico_Rodrigues de Paula Santos_244,7,1,0.5
Frederico_Rodrigues de Paula Santos_244,8,1,0.75
Frederico_Rodrigues de Paula Santos_244,9,2,1.0
Frederico_Rodrigues de Paula Santos_244,10,2,1.25
Frederico_Rodrigues de Paula Santos_244,11,1,1.5
Frederico_Rodrigues de Paula Santos_244,12,2,1.5
Frederico_Rodrigues de Paula Santos_244,13,2,1.75
Frederico_Rodrigues de Paula Santos_244,14,1,1.75
Frederico_Rodrigues de Paula Santos_244,15,2,1.5
Frederico_Rodrigues de Paula Santos_244,16,2,1.75
Frederico_Rodrigues de Paula Santos_244,17,2,1.75
Frederico_Rodrigues de Paula Santos_244,18,2,1.75
Frederico_Rodrigues de Paula Santos_244,19,2,2.0
Frederico_Rodrigues de Paula Santos_244,20,2,2.0
Frederico_Rodrigues de Paula Santos_244,21,2,2.0
Frederico_Rodrigues de Paula Santos_244,22,3,2.0
Frederico_Rodrigues de Paula Santos_244,23,2,2.25
Frederico_Rodrigues de Paula Santos_244,24,2,2.25
Frederico_Rodrigues de Paula Santos_244,25,3,2.25
Frederico_Rodrigues de Paula Santos_244,26,2,2.5
