name,GW,goals_scored,assists,bonus,clean_sheets,saves,yellow_cards,minutes,total_points
Adam_Idah_538,27,0,0,0,0,0,0,65,3
Adam_Idah_538,28,0,0,0,0,0,0,65,3
Adam_Idah_538,29,0,0,0,0,0,0,68,4
Adam_Idah_538,39,0,0,0,0,0,0,78,5
Adam_Idah_538,40,0,0,0,0,0,0,88,6
Adam_Idah_538,41,0,0,0,0,0,0,133,7
Adam_Idah_538,42,0,0,0,0,0,0,156,8
Adam_Idah_538,43,0,0,0,0,0,0,170,9
Adam_Idah_538,44,0,0,0,0,0,0,191,10
Adam_Idah_538,45,0,0,0,0,0,0,202,11
Adam_Idah_538,46,0,0,0,0,0,0,206,12
Adam_Idah_538,47,0,0,0,0,0,0,219,13
Adam_Lallana_195,1,0,0,0,0,0,0,0,0
Adam_Lallana_195,2,0,0,0,0,0,0,0,0
Adam_Lallana_195,3,0,0,0,0,0,0,4,1
Adam_Lallana_195,4,0,0,0,0,0,0,4,1
Adam_Lallana_195,5,0,0,0,0,0,0,4,1
Adam_Lallana_195,6,0,0,0,0,0,0,10,2
Adam_Lallana_195,7,0,0,0,0,0,0,10,2
Adam_Lallana_195,8,0,0,0,0,0,0,11,3
Adam_Lallana_195,9,1,0,1,0,0,0,30,10
Adam_Lallana_195,10,1,0,1,0,0,0,30,10
Adam_Lallana_195,11,1,0,1,0,0,0,113,12
Adam_Lallana_195,12,1,0,1,0,0,0,113,12
Adam_Lallana_195,13,1,0,1,0,0,0,113,12
Adam_Lallana_195,14,1,0,1,0,0,0,134,13
Adam_Lallana_195,15,1,0,1,0,0,0,205,15
Adam_Lallana_195,16,1,0,1,0,0,0,205,15
Adam_Lallana_195,17,1,0,1,0,0,0,205,15
Adam_Lallana_195,19,1,0,1,0,0,0,213,16
Adam_Lallana_195,20,1,1,1,1,0,1,279,21
Adam_Lallana_195,21,1,1,1,1,0,1,281,22
Adam_Lallana_195,22,1,1,1,1,0,1,310,23
Adam_Lallana_195,23,1,1,1,1,0,1,334,24
Adam_Lallana_195,24,1,1,1,1,0,1,334,24
Adam_Lallana_195,25,1,1,1,1,0,1,336,25
Adam_Lallana_195,26,1,1,1,1,0,1,336,25
Adam_Lallana_195,27,1,1,1,1,0,1,336,25
Adam_Lallana_195,28,1,1,1,1,0,1,365,26
Adam_Lallana_195,29,1,1,1,1,0,1,371,27
Adam_Lallana_195,39,1,1,1,1,0,1,371,27
Adam_Lallana_195,40,1,1,1,1,0,1,371,27
Adam_Lallana_195,41,1,1,1,1,0,1,371,27
Adam_Lallana_195,42,1,1,1,1,0,1,371,27
Adam_Lallana_195,43,1,1,1,1,0,1,371,27
Adam_Lallana_195,44,1,1,1,1,0,1,371,27
Adam_Lallana_195,45,1,1,1,1,0,1,371,27
Adam_Lallana_195,46,1,1,1,1,0,1,371,27
Adam_Lallana_195,47,1,1,1,1,0,1,371,27
Adam_Masina_355,1,0,0,0,0,0,0,0,0
Adam_Masina_355,2,0,0,0,0,0,0,0,0
Adam_Masina_355,3,0,0,0,0,0,0,0,0
