element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
21205,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8432,65,65,159,3420,0,1,0,28,0,1,0,2,0,66,3,0,0.0,0.0,0.0,0.0
40349,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17997,45,41,34,990,0,0,0,10,0,0,0,3,0,0,1,0,0.0,0.0,0.0,0.0
15749,40,42,103,2340,0,0,0,34,0,1,0,0,0,104,3,0,0.0,0.0,0.0,0.0
17349,75,74,95,2129,2,6,0,32,0,0,0,1,0,0,8,0,0.0,0.0,0.0,0.0
49413,40,40,7,467,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19419,45,41,50,1193,0,1,0,19,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0
12745,45,43,56,1140,0,1,0,12,0,0,0,1,0,0,7,0,0.0,0.0,0.0,0.0
20467,75,71,65,1260,4,3,0,12,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0
37642,45,44,50,1336,0,0,0,15,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0
17745,40,40,41,630,0,0,0,5,0,1,0,0,0,24,2,0,0.0,0.0,0.0,0.0
15157,65,59,84,2227,2,2,0,43,0,0,0,3,0,0,14,0,0.0,0.0,0.0,0.0
17601,55,55,113,3125,0,2,0,46,0,1,0,1,1,82,1,0,0.0,0.0,0.0,0.0
18892,70,75,177,3288,8,17,0,48,0,0,0,6,0,0,26,0,0.0,0.0,0.0,0.0
38290,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40142,40,38,6,141,0,1,0,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7645,55,54,128,2654,1,4,0,24,0,0,0,2,0,0,7,0,0.0,0.0,0.0,0.0
49384,42,42,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20452,55,53,51,774,3,3,0,14,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0.0
40383,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
41338,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
9089,50,40,7,90,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0
37096,50,46,15,248,0,0,0,2,0,0,0,0,0,8,0,0,0.0,0.0,0.0,0.0
18073,45,45,86,2289,3,3,0,37,0,0,0,6,0,0,5,0,0.0,0.0,0.0,0.0
19194,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19236,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
