name,GW,fixture,opponent_team,goals_scored,assists,bonus,bps,red_cards,penalties_saved,penalties_missed,clean_sheets,saves,goals_conceded,yellow_cards,minutes,total_points,team_a_score,team_h_score,position,was_home,team_h_difficulty,team_a_difficulty,opponent_goals,opponent_conceded,difficulty,form
Aaron_Wan-Bissaka_145,12,114,17,0,1,9,182,1,0,0,3,0,14,1,884,34,13,9,2,1,4,2,19.0,10.0,4,1.25
Aaron_Wan-Bissaka_145,13,126,14,0,1,9,194,1,0,0,3,0,15,1,974,36,13,9,2,0,2,4,20.0,21.0,4,1.25
Aaron_Wan-Bissaka_145,14,134,4,0,1,9,223,1,0,0,4,0,15,1,1064,42,13,11,2,1,2,2,13.0,27.0,2,2.5
Aaron_Wan-Bissaka_145,15,142,3,0,1,9,247,1,0,0,5,0,15,1,1154,48,14,14,2,0,2,2,16.0,20.0,2,3.75
Aaron_Wan-Bissaka_145,16,160,19,0,1,9,257,1,0,0,5,0,18,1,1244,49,16,17,2,0,2,3,20.0,23.0,3,3.75
Aaron_Wan-Bissaka_145,17,162,11,0,1,9,281,1,0,0,5,0,21,1,1334,50,16,18,2,1,3,2,21.0,20.0,3,3.5
Aaron_Wan-Bissaka_145,18,177,13,0,1,9,307,1,0,0,6,0,21,1,1424,56,19,20,2,0,2,5,48.0,10.0,5,3.5
Aaron_Wan-Bissaka_145,19,183,5,0,1,9,320,1,0,0,6,0,23,1,1514,57,19,20,2,1,2,2,18.0,38.0,2,2.25
Aaron_Wan-Bissaka_145,20,193,6,0,1,11,348,1,0,0,7,0,23,1,1604,65,20,20,2,1,4,2,37.0,16.0,4,4.0
Aaron_Wan-Bissaka_145,21,210,20,0,1,11,360,1,0,0,7,0,24,1,1694,67,22,20,2,0,2,3,23.0,23.0,3,4.25
Aaron_Wan-Bissaka_145,22,215,18,0,1,11,386,1,0,0,8,0,24,1,1784,73,24,21,2,1,3,2,30.0,31.0,3,4.25
Aaron_Wan-Bissaka_145,23,225,12,0,1,14,410,1,0,0,8,0,26,1,1874,77,27,25,2,0,2,5,50.0,10.0,5,5.0
Aaron_Wan-Bissaka_145,24,239,16,0,1,14,425,1,0,0,8,0,30,1,1964,77,28,26,2,0,2,2,25.0,40.0,2,3.0
Aaron_Wan-Bissaka_145,25,245,9,0,1,14,440,1,0,0,8,0,31,2,2054,78,28,28,2,1,2,2,25.0,53.0,2,2.75
Aaron_Wan-Bissaka_145,26,252,19,0,1,14,455,1,0,0,9,0,31,3,2144,83,29,29,2,1,3,2,31.0,38.0,3,2.5
Aaron_Wan-Bissaka_145,29,283,4,0,1,14,462,1,0,0,9,0,32,4,2234,84,32,30,2,0,2,3,31.0,50.0,3,1.5
Aaron_Wan-Bissaka_145,30,294,3,0,2,14,487,1,0,0,9,0,33,4,2324,89,34,31,2,1,2,2,30.0,41.0,2,1.5
Aaron_Wan-Bissaka_145,32,307,17,0,2,14,497,1,0,0,9,0,35,4,2414,90,34,33,2,0,2,4,57.0,32.0,4,1.5
Aaron_Wan-Bissaka_145,32,315,10,0,2,14,508,1,0,0,9,0,37,4,2504,91,34,35,2,1,2,2,18.0,57.0,2,1.75
Aaron_Wan-Bissaka_145,33,326,15,0,2,14,534,1,0,0,10,0,37,4,2594,97,35,35,2,0,2,3,31.0,42.0,3,3.25
Aaron_Wan-Bissaka_145,34,333,13,0,2,15,563,1,0,0,11,0,37,4,2684,104,38,36,2,1,4,2,83.0,21.0,4,3.75
Aaron_Wan-Bissaka_145,35,341,1,0,2,15,587,1,0,0,11,0,40,4,2774,105,41,38,2,0,2,4,66.0,40.0,4,3.75
Aaron_Wan-Bissaka_145,36,353,8,0,2,15,607,1,0,0,11,0,42,4,2864,106,41,38,2,1,2,2,50.0,44.0,2,3.75
Aaron_Wan-Bissaka_145,37,363,5,0,2,18,636,1,0,0,12,0,42,4,2954,115,44,40,2,0,2,2,30.0,66.0,2,4.5
Aaron_Wan-Bissaka_145,38,373,2,0,2,18,651,1,0,0,12,0,44,4,3044,116,47,45,2,1,2,2,53.0,65.0,2,3.0
Abdelhamid_Sabiri_205,2,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,2,5,2.0,0.0,5,0.0
Abdelhamid_Sabiri_205,15,141,2,0,0,0,3,0,0,0,0,0,3,0,45,1,2,8,3,0,2,3,23.0,21.0,3,0.0
Abdoulaye_Doucouré_390,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,3,0.0,0.0,2,0.0
Abdoulaye_Doucouré_390,2,12,4,0,0,0,16,0,0,0,1,0,0,0,90,3,3,3,3,0,3,3,0.0,0.0,3,3.0
Abdoulaye_Doucouré_390,3,29,7,0,1,1,42,0,0,0,1,0,1,0,180,9,4,5,3,1,2,3,2.0,2.0,2,4.5
Abdoulaye_Doucouré_390,4,39,17,0,1,1,55,0,0,0,1,0,2,0,270,11,5,7,3,1,4,3,8.0,2.0,4,3.6666666666666665
Abdoulaye_Doucouré_390,5,49,14,0,1,1,64,0,0,0,1,0,3,0,360,11,7,8,3,1,4,3,6.0,7.0,4,2.75
Abdoulaye_Doucouré_390,6,56,9,0,2,4,92,0,0,0,1,0,5,0,450,19,8,9,3,0,3,2,7.0,12.0,2,4.0
Abdoulaye_Doucouré_390,7,61,1,0,2,4,108,0,0,0,1,0,6,0,540,21,8,11,3,0,3,4,12.0,9.0,4,3.0
Abdoulaye_Doucouré_390,8,80,2,0,2,4,118,0,0,0,1,0,8,1,630,22,12,11,3,1,2,3,12.0,12.0,2,2.75
Abdoulaye_Doucouré_390,9,90,20,0,2,4,123,0,0,0,1,0,12,2,720,23,14,11,3,0,3,3,9.0,6.0,3,3.0
Abdoulaye_Doucouré_390,10,100,10,0,4,6,158,0,0,0,2,0,12,2,810,34,14,14,3,1,2,3,4.0,18.0,2,3.75
Abdoulaye_Doucouré_390,11,108,15,0,4,6,167,0,0,0,3,0,12,2,900,37,14,15,3,0,3,3,6.0,14.0,3,4.0
Abdoulaye_Doucouré_390,12,120,16,0,4,6,183,0,0,0,3,0,13,2,990,39,15,16,3,0,3,2,7.0,20.0,2,4.25
Abdoulaye_Doucouré_390,13,128,12,0,4,6,192,0,0,0,3,0,14,2,1080,41,18,16,3,1,4,3,23.0,5.0,4,4.5
Abdoulaye_Doucouré_390,14,136,11,0,4,6,202,0,0,0,3,0,17,2,1170,43,18,18,3,0,3,3,18.0,17.0,3,2.25
Abdoulaye_Doucouré_390,15,146,13,0,4,6,210,0,0,0,3,0,19,2,1260,45,20,19,3,1,4,3,43.0,6.0,4,2.0
Abdoulaye_Doucouré_390,16,156,8,1,4,7,243,0,0,0,3,0,21,2,1350,53,22,21,3,0,3,3,21.0,17.0,3,3.5
Abdoulaye_Doucouré_390,17,169,5,2,4,8,271,0,0,0,3,0,23,2,1440,61,24,24,3,1,2,3,15.0,30.0,2,5.0
Abdoulaye_Doucouré_390,18,179,19,2,5,8,297,0,0,0,3,0,25,2,1530,66,26,24,3,0,3,3,25.0,25.0,3,5.75
Abdoulaye_Doucouré_390,19,190,6,2,5,8,306,0,0,0,4,0,25,2,1620,69,28,25,3,1,4,3,35.0,15.0,4,6.0
Abdoulaye_Doucouré_390,20,200,15,2,5,8,315,0,0,0,4,0,27,2,1710,71,29,26,3,1,2,3,14.0,26.0,2,4.5
Abdoulaye_Doucouré_390,21,202,2,3,5,9,335,0,0,0,4,0,27,2,1746,78,32,29,3,0,3,3,28.0,37.0,3,4.25
Abdoulaye_Doucouré_390,22,215,7,3,5,9,335,0,0,0,4,0,30,3,1801,78,34,30,3,0,3,2,19.0,26.0,2,3.0
Abdoulaye_Doucouré_390,26,259,8,3,5,9,348,0,0,0,4,0,31,3,1891,80,34,31,3,1,2,3,36.0,38.0,2,0.5
Abdoulaye_Doucouré_390,27,264,5,3,5,9,357,0,0,0,5,0,31,3,1981,83,39,32,3,0,3,2,24.0,47.0,2,0.75
Abdoulaye_Doucouré_390,28,277,12,3,6,10,385,0,0,0,5,0,32,3,2071,89,39,37,3,0,3,5,59.0,15.0,5,2.25
Abdoulaye_Doucouré_390,29,288,11,3,6,10,398,0,0,0,5,0,37,3,2161,91,40,39,3,1,3,3,34.0,39.0,3,2.75
Abdoulaye_Doucouré_390,30,298,13,3,6,10,410,0,0,0,5,0,38,4,2251,92,41,42,3,0,3,5,76.0,20.0,5,3.0
Abdoulaye_Doucouré_390,32,319,14,3,6,10,420,0,0,0,5,0,41,4,2341,94,42,44,3,0,3,4,58.0,40.0,4,1.25
Abdoulaye_Doucouré_390,32,329,9,4,6,13,451,0,0,0,5,0,43,4,2431,104,43,48,3,1,2,3,29.0,70.0,2,3.75
Abdoulaye_Doucouré_390,34,340,1,5,6,13,480,0,0,0,5,0,44,4,2521,111,44,48,3,1,4,3,65.0,40.0,4,4.75
Abdoulaye_Doucouré_390,35,308,16,5,6,13,489,0,0,0,5,0,45,4,2611,113,45,49,3,1,2,3,39.0,54.0,2,4.75
Abdoulaye_Doucouré_390,35,346,10,5,6,13,490,0,0,0,5,0,46,5,2701,114,47,50,3,0,3,2,19.0,67.0,2,5.0
Abdoulaye_Doucouré_390,36,360,20,5,7,14,513,0,0,0,5,0,47,6,2791,119,49,51,3,1,3,3,44.0,43.0,3,3.75
Abdoulaye_Doucouré_390,37,364,6,5,7,14,527,0,0,0,5,0,49,6,2881,121,49,54,3,0,3,4,60.0,39.0,4,2.5
Abdoulaye_Doucouré_390,38,380,19,5,7,14,531,0,0,0,5,0,52,7,2971,122,53,55,3,1,3,3,48.0,54.0,3,2.25
Aboubakar_Kamara_189,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,2,2,0.0,0.0,2,0.0
Aboubakar_Kamara_189,2,19,17,0,0,0,2,0,0,0,0,0,1,0,29,1,3,3,4,0,2,4,2.0,1.0,4,1.0
Aboubakar_Kamara_189,8,74,1,0,0,0,14,0,0,0,0,0,4,0,116,3,8,4,4,1,4,2,14.0,9.0,4,0.0
Aboubakar_Kamara_189,10,94,2,0,0,0,10,0,0,0,0,0,7,0,152,4,11,4,4,1,2,2,16.0,12.0,2,0.25
Aboubakar_Kamara_189,13,125,16,0,0,0,13,0,0,0,0,0,10,1,242,5,13,7,4,1,2,2,8.0,21.0,2,0.25
Aboubakar_Kamara_189,14,133,6,0,0,0,15,0,0,0,0,0,10,1,258,6,13,9,4,0,2,4,28.0,11.0,4,0.5
Aboubakar_Kamara_189,15,144,11,0,0,0,14,0,0,0,0,0,11,1,303,7,14,10,4,1,3,2,20.0,17.0,3,0.5
Aboubakar_Kamara_189,16,158,14,1,0,2,41,0,0,0,0,0,12,1,393,15,15,14,4,0,2,4,24.0,25.0,4,2.5
Aboubakar_Kamara_189,17,163,19,2,0,2,65,0,0,0,0,0,13,1,438,20,17,14,4,1,3,2,23.0,25.0,3,3.75
Aboubakar_Kamara_189,18,178,15,2,0,2,63,0,0,0,0,0,15,1,528,22,17,14,4,0,2,3,14.0,22.0,3,4.0
Aboubakar_Kamara_189,19,184,20,2,0,2,60,0,0,0,0,0,15,2,542,22,18,15,4,1,3,2,19.0,21.0,3,3.75
Aboubakar_Kamara_189,20,194,10,2,0,2,62,0,0,0,1,0,15,2,614,24,18,16,4,1,2,2,12.0,34.0,2,2.25
Aboubakar_Kamara_189,21,201,1,2,0,2,57,0,0,1,1,0,15,2,659,23,19,20,4,0,2,4,42.0,30.0,4,0.75
Adam_Lallana_250,2,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,2,2.0,0.0,2,0.0
Adam_Lallana_250,9,86,10,0,0,0,2,0,0,0,0,0,0,0,3,1,3,0,3,0,4,2,4.0,17.0,2,0.0
Adam_Lallana_250,10,96,5,0,0,0,12,0,0,0,1,0,0,1,71,3,4,4,3,1,2,5,8.0,19.0,2,0.5
Adam_Lallana_250,16,152,2,0,0,0,23,0,0,0,2,0,0,1,131,6,8,4,3,0,4,3,25.0,22.0,3,0.0
Adam_Lallana_250,18,180,20,0,1,0,35,0,0,0,2,0,0,1,156,10,10,4,3,0,4,3,19.0,19.0,3,1.0
Adam_Lallana_250,20,196,1,0,1,0,40,0,0,0,2,0,0,1,188,11,11,9,3,1,4,5,41.0,25.0,4,1.25
Adam_Lallana_250,23,225,7,0,1,0,42,0,0,0,2,0,0,1,200,12,14,13,3,1,2,5,20.0,28.0,2,0.25
Adam_Lallana_250,24,237,11,0,1,0,45,0,0,0,2,0,1,1,203,13,15,14,3,1,3,5,29.0,29.0,3,0.5
