,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
68,0.0,0.0,83091,0,0,-2,2,0,4,0.0,0.0,0,Borja,0.0,623,False,Contract with club expired on 30/6,2020-06-29T23:30:25.972633Z,53,83091.jpg,1.0,González Tomás,0.0,False,,u,2,7,2,1732,0,1458,0,0.0,0.4,Bastón,16,0,0,0,2,0,0,0,0,0,0,0,5,0.2,1.7,2.0,0.4,505,74,459,70,448,72,502,73
69,,,490098,0,0,0,0,0,3,0.0,0.0,0,Kaine,0.0,659,False,,,45,490098.jpg,0.0,Hayden,0.0,False,,a,2,7,0,103,0,15,0,0.0,0.0,Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,636,258,625,259,614,255,638,260
70,100.0,100.0,56917,0,0,0,0,2,2,0.0,0.8,2,Steve,1.3,58,False,,2020-07-04T16:30:17.479880Z,50,56917.jpg,1.8,Cook,0.2,False,,a,3,91,52,44223,0,51015,0,0.3,10.4,Steve Cook,2427,1,0,3,48,0,0,0,6,1,0,5,362,557.2,51.5,159.0,77.2,96,37,347,119,230,57,207,57
71,100.0,50.0,126184,0,0,-2,2,1,2,0.5,-0.2,0,Nathan,0.0,59,False,,2020-07-12T20:30:23.871651Z,48,126184.jpg,2.7,Aké,6.0,False,,a,3,91,79,614610,0,1391080,0,0.0,16.5,Aké,2503,2,2,4,46,0,0,0,2,0,0,6,499,691.2,92.7,326.0,111.0,56,20,285,86,123,17,125,28
72,100.0,0.0,41320,0,0,-3,3,0,2,0.0,0.0,0,Charlie,0.0,60,False,,2019-08-25T15:30:14.994228Z,42,41320.jpg,1.5,Daniels,0.1,False,,a,3,91,3,3567,0,17590,0,0.0,0.7,Daniels,126,0,0,0,2,0,0,0,0,0,0,0,18,22.4,29.6,0.0,5.2,448,168,381,137,517,203,450,164
73,100.0,0.0,223911,0,0,-2,2,1,2,0.0,0.0,0,Chris,0.0,61,False,,2020-07-04T16:30:17.502095Z,43,223911.jpg,2.2,Mepham,0.6,False,,a,3,91,27,95145,0,124466,0,0.0,6.3,Mepham,911,1,0,1,19,0,0,0,1,0,0,2,165,276.8,20.8,138.0,43.7,258,101,404,150,244,63,325,111
74,100.0,25.0,15149,0,0,-2,2,0,2,-0.1,-0.1,0,Simon,0.0,62,False,,2020-06-27T02:00:26.872803Z,43,15149.jpg,1.1,Francis,0.0,False,,a,3,91,16,5387,0,5208,0,0.0,3.7,Francis,964,0,0,1,21,0,0,0,3,1,0,1,161,263.8,64.4,72.0,40.2,270,108,322,105,319,108,331,116
75,100.0,75.0,54469,0,0,-2,2,1,2,0.4,0.1,2,Adam,0.7,63,False,,2020-07-09T21:30:22.479198Z,43,54469.jpg,2.0,Smith,0.4,False,,a,3,91,49,66379,0,142204,0,0.2,11.4,Adam Smith,2055,0,1,4,40,0,0,0,7,0,0,3,309,309.6,183.0,97.0,58.8,235,91,214,51,286,86,273,86
76,100.0,100.0,235530,0,0,-1,1,0,2,0.8,0.5,2,Lloyd,1.0,64,False,,2020-01-31T01:00:23.162332Z,44,235530.jpg,1.4,Kelly,0.1,False,,a,3,91,11,7536,0,10639,0,0.2,2.5,Kelly,638,0,0,1,15,0,0,0,2,0,0,0,85,73.4,28.4,20.0,12.2,404,155,385,140,392,143,416,154
77,100.0,100.0,171129,0,0,2,-2,2,2,2.2,2.5,7,Diego,3.0,65,False,,2019-12-21T17:00:13.810253Z,42,171129.jpg,3.1,Rico,7.3,False,,a,3,91,84,1435141,0,1315917,0,0.7,20.0,Rico,2333,0,5,6,38,0,0,0,6,0,0,10,463,596.6,558.9,96.0,125.5,81,30,41,5,288,88,101,18
78,100.0,100.0,222434,0,0,-1,1,0,2,-0.5,-0.5,0,Jack,0.0,66,False,,2020-07-04T20:30:24.841988Z,39,222434.jpg,1.0,Simpson,7.8,False,,a,3,91,4,643247,0,634299,0,0.0,1.0,Simpson,238,0,0,0,6,0,0,0,0,0,0,0,33,33.6,12.7,18.0,6.4,437,165,418,157,397,146,443,163
79,100.0,100.0,75115,0,0,-6,6,1,4,1.7,3.2,5,Callum,3.7,67,False,,2020-06-24T19:00:18.390083Z,74,75115.jpg,3.3,Wilson,4.2,False,,a,3,91,116,915252,0,1794434,0,0.5,15.7,Callum Wilson,2906,8,6,4,53,0,0,0,9,0,0,8,321,397.4,391.1,848.0,162.6,187,25,102,13,36,20,57,21
80,100.0,100.0,78007,0,0,-4,4,2,4,2.3,4.8,12,Joshua,5.3,68,False,,2020-07-12T18:00:21.125542Z,61,78007.jpg,3.8,King,3.3,False,,a,3,91,99,666583,0,1709754,0,0.9,16.2,King,2010,6,5,4,37,0,0,0,0,0,0,11,313,435.8,412.7,506.0,135.1,167,22,98,12,73,35,86,25
81,100.0,100.0,154566,0,0,-4,4,1,4,2.8,2.5,6,Dominic,3.0,69,False,,2019-11-24T12:00:21.142150Z,51,154566.jpg,2.2,Solanke,0.4,False,,a,3,91,69,42272,0,57460,0,0.6,13.5,Solanke,1637,3,2,1,39,0,0,0,1,0,0,3,177,223.2,202.5,569.0,99.4,301,35,197,29,64,30,156,33
82,100.0,100.0,217331,0,0,-2,2,0,4,0.0,0.2,0,Sam,0.7,71,False,,2019-08-07T20:00:14.104634Z,43,217331.jpg,1.0,Surridge,0.6,False,,a,3,91,4,69178,0,95449,0,0.2,0.9,Surridge,25,0,0,0,2,0,0,0,0,0,0,0,3,3.4,10.6,24.0,3.4,488,69,424,65,383,64,462,67
83,100.0,0.0,40349,0,0,-3,3,0,1,0.0,0.0,0,Asmir,0.0,72,False,,2020-01-13T20:30:12.943407Z,42,40349.jpg,0.0,Begovic,0.7,False,,a,3,91,0,12767,0,158719,0,0.0,0.0,Begovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,559,58,543,39,515,33,561,58
84,,,18726,0,0,-3,3,0,1,-0.5,-0.5,0,Artur,0.0,73,False,,,42,18726.jpg,0.0,Boruc,0.2,False,,a,3,91,0,9525,0,22938,0,0.0,0.0,Boruc,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,55,538,35,510,29,557,55
85,,,229600,0,0,-3,3,0,1,-0.5,-0.5,0,Mark,0.0,74,False,,,42,229600.jpg,1.0,Travers,0.1,False,,a,3,91,1,5864,0,15200,0,0.0,0.2,Travers,90,0,0,0,3,0,0,0,0,0,2,0,9,15.2,0.0,0.0,1.5,460,35,556,46,531,40,483,35
86,0.0,0.0,90105,0,0,-7,7,0,3,0.0,0.0,0,Ryan,0.0,75,False,Contract with club expired on 30/6,2020-06-25T16:00:21.406499Z,68,90105.jpg,2.6,Fraser,2.4,False,,u,3,91,73,156067,0,1151657,0,0.0,10.7,Fraser,2061,1,5,4,34,0,0,0,2,0,0,2,305,355.6,627.1,440.0,141.9,206,85,30,24,84,42,78,46
87,100.0,100.0,111317,0,0,-4,4,0,3,2.2,2.8,2,David,3.3,76,False,,2020-07-09T22:00:23.448024Z,61,111317.jpg,2.3,Brooks,0.1,False,,a,3,91,21,9101,0,24266,0,0.5,3.4,Brooks,505,1,0,1,12,0,0,0,1,0,0,1,73,82.2,100.8,71.0,25.4,395,165,279,154,321,157,374,163
88,100.0,100.0,56872,0,0,-2,2,0,3,3.7,2.8,6,Junior,3.3,77,False,,2020-01-12T20:00:12.983134Z,58,56872.jpg,2.8,Stanislas,0.1,False,,a,3,91,42,11762,0,5286,0,0.6,7.2,Stanislas,706,3,1,1,17,0,0,0,1,0,0,2,155,179.0,185.4,241.0,60.7,326,136,211,130,168,96,269,131
89,0.0,0.0,103912,0,0,-4,4,0,3,0.0,0.0,0,Jordon,0.0,78,False,Contract with club expired on 30/6,2020-06-25T16:00:21.420735Z,46,103912.jpg,1.0,Ibe,0.1,False,,u,3,91,2,8702,0,25627,0,0.0,0.4,Ibe,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0.0,1.2,474,198,438,199,617,256,488,207
90,100.0,100.0,155408,0,0,0,0,0,3,0.3,-0.2,0,Lewis,0.3,79,False,,2020-02-29T17:30:25.441741Z,50,155408.jpg,1.5,Cook,0.0,False,,a,3,91,40,7609,0,6629,0,0.1,8.0,Lewis Cook,1340,0,1,2,30,0,0,0,5,0,0,0,183,187.8,183.1,68.0,43.8,321,135,213,131,323,159,324,146
91,100.0,100.0,15237,0,0,-3,3,0,3,-0.5,-0.5,0,Andrew,0.0,80,False,,2019-12-20T11:00:16.393267Z,47,15237.jpg,1.2,Surman,0.0,False,,a,3,91,6,1767,0,4646,0,0.0,1.3,Surman,234,0,0,0,6,0,0,0,1,0,0,0,28,23.6,25.5,8.0,5.6,446,186,393,188,423,196,448,190
92,100.0,100.0,40387,0,0,-2,2,0,3,1.5,1.2,2,Dan,1.7,81,False,,2019-07-30T10:30:13.907385Z,48,40387.jpg,2.2,Gosling,0.1,False,,a,3,91,54,14793,0,13111,0,0.4,11.2,Gosling,1254,3,1,2,23,0,0,0,3,0,0,1,186,316.4,151.9,259.0,72.6,230,93,237,140,159,93,222,110
93,100.0,100.0,152551,0,0,-2,2,0,3,1.3,1.5,2,Jefferson,2.0,82,False,,2020-02-22T17:30:19.416565Z,48,152551.jpg,2.0,Lerma,0.1,False,,a,3,91,65,15689,0,23987,0,0.4,13.5,Lerma,2702,1,2,4,49,0,0,0,11,1,0,2,376,439.0,189.4,169.0,79.4,162,60,205,126,223,118,202,105
94,100.0,100.0,154131,0,0,-2,2,0,2,0.5,0.2,0,Jack,0.7,446,False,,2019-12-28T15:00:27.078393Z,43,154131.jpg,2.1,Stacey,0.1,False,,a,3,91,39,9636,0,15077,0,0.2,9.1,Stacey,1547,0,2,1,27,0,0,0,2,0,0,4,241,308.8,147.2,86.0,54.3,236,92,242,66,297,94,286,93
95,100.0,100.0,168991,0,0,-1,1,1,3,0.5,0.8,1,Philip,1.3,476,False,,2020-06-24T19:30:22.461425Z,49,168991.jpg,2.0,Billing,0.2,False,,a,3,91,68,28012,0,30373,0,0.3,13.9,Billing,2526,1,1,5,41,0,0,0,8,0,0,5,347,545.4,239.8,342.0,112.9,107,36,173,107,117,61,123,69
96,100.0,100.0,220307,0,0,-2,2,0,3,0.2,-0.5,0,Arnaut,0.0,492,False,,2019-12-15T13:00:23.507388Z,58,220307.jpg,1.7,Danjuma Groeneveld,0.0,False,,a,3,91,24,1386,0,5211,0,0.0,4.1,Danjuma,625,0,1,2,12,0,0,0,0,0,0,0,60,60.6,82.6,139.0,27.9,413,172,293,157,243,127,365,159
97,100.0,100.0,225321,0,0,-1,1,4,1,3.5,4.5,3,Aaron,5.0,494,False,,2020-01-12T14:00:23.328650Z,44,225321.jpg,3.4,Ramsdale,3.2,False,,a,3,91,126,762720,0,570673,0,1.1,28.6,Ramsdale,3330,0,1,5,62,0,1,0,0,0,128,13,680,973.8,24.0,0.0,99.7,11,4,397,3,568,54,154,4
98,100.0,100.0,153682,0,0,-3,3,2,3,0.2,0.5,1,Harry,1.0,505,False,,2020-03-01T19:00:16.835481Z,57,153682.jpg,2.9,Wilson,1.5,False,,a,3,91,91,653284,0,655624,0,0.2,16.0,Harry Wilson,1637,7,1,2,32,0,0,0,2,0,0,7,295,377.4,242.1,667.0,128.5,197,79,170,106,49,25,100,58
99,,,461017,0,0,0,0,0,3,-0.5,-0.5,0,Christian,0.0,564,False,,,45,461017.jpg,0.0,Saydee,0.0,False,,a,3,91,0,1204,0,954,0,0.0,0.0,Saydee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,632,256,621,257,610,253,634,258
100,,,444183,0,0,0,0,0,3,-0.5,-0.5,0,Gavin,0.0,565,False,,,45,444183.jpg,0.0,Kilkenny,0.0,False,,a,3,91,0,750,0,605,0,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,628,252,617,253,605,248,630,254
101,100.0,0.0,207300,0,0,-1,1,0,3,0.0,0.0,0,Mihai-Alexandru,0.0,574,False,,2020-02-01T00:00:22.909965Z,44,207300.jpg,0.0,Dobre,0.0,False,,a,3,91,0,591,0,528,0,0.0,0.0,Dobre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,594,230,584,231,567,225,597,233
102,100.0,100.0,61933,0,0,-2,2,0,2,0.0,-0.2,0,Shane,0.3,37,False,,2020-01-30T15:00:21.405457Z,48,61933.jpg,2.3,Duffy,0.8,False,,a,4,36,44,55574,0,182437,0,0.1,9.2,Duffy,1232,1,0,3,18,0,0,0,2,0,0,1,227,288.0,29.8,100.0,41.8,251,97,380,136,283,84,329,114
103,100.0,100.0,86153,0,0,-2,2,1,2,-0.3,-0.2,0,Martín,0.3,38,False,,2019-09-14T16:30:10.724610Z,43,86153.jpg,2.3,Montoya,0.5,False,,a,4,36,62,104271,0,120056,0,0.1,14.4,Montoya,1892,0,1,6,32,0,0,0,5,0,0,3,313,337.4,338.0,177.0,85.5,220,85,123,27,217,50,187,49
104,100.0,100.0,209362,0,0,-2,2,0,2,-0.2,-0.2,1,Bernardo,0.3,39,False,,2019-09-14T16:30:10.738160Z,43,209362.jpg,1.5,Fernandes da Silva Junior,0.1,False,,a,4,36,21,8311,0,13987,0,0.1,4.9,Bernardo,675,0,0,1,17,0,0,0,1,0,0,3,121,154.0,72.6,92.0,31.9,344,134,309,99,293,92,353,127
105,0.0,0.0,52484,0,0,-2,2,0,2,0.0,0.0,0,Leon,0.0,40,False,Joined Wigan Athletic on a permanent deal on 25/6,2020-02-01T00:00:21.930237Z,43,52484.jpg,0.0,Balogun,0.0,False,,u,4,36,0,1364,0,5318,0,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,574,215,559,215,536,209,576,215
106,0.0,0.0,42748,0,0,-3,3,0,2,0.0,0.0,0,Gaëtan,0.0,41,False,Joined Nottingham Forest on a permanent deal on 30/1,2020-01-31T01:30:13.684095Z,42,42748.jpg,0.8,Bong,0.1,False,,u,4,36,3,2474,0,8768,0,0.0,0.7,Bong,57,0,0,0,3,0,0,0,0,0,0,0,15,16.0,27.9,6.0,5.0,458,173,388,143,428,157,451,165
107,100.0,100.0,83299,0,0,3,-3,3,2,2.8,3.5,2,Lewis,4.0,42,False,,2019-12-26T12:30:21.551588Z,48,83299.jpg,3.6,Dunk,12.5,False,,a,4,36,128,1699421,0,1364752,0,0.8,26.7,Dunk,3230,3,3,9,50,0,0,0,9,0,0,17,674,825.6,171.8,469.0,146.8,29,6,221,56,79,3,71,9
108,100.0,0.0,178173,0,0,-2,2,0,2,0.0,0.0,0,Matthew,0.0,43,False,,2019-08-02T11:00:13.040927Z,43,178173.jpg,0.0,Clarke,0.0,False,,a,4,36,0,498,0,1392,0,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,578,216,565,216,543,210,580,216
109,100.0,100.0,20529,0,0,-6,6,0,4,0.3,1.5,1,Glenn,2.0,44,False,,2020-01-05T01:00:11.784092Z,54,20529.jpg,1.6,Murray,0.7,False,,a,4,36,36,57591,0,231639,0,0.4,6.7,Murray,785,1,1,2,10,0,0,0,0,0,0,0,74,74.0,57.1,249.0,37.7,403,52,333,51,162,44,336,49
110,0.0,0.0,106757,0,0,-3,3,0,4,0.0,0.0,0,Jürgen,0.0,45,False,Joined FC Cincinnatti on loan until the end of the season on 12/2. - Unknown return date,2020-02-13T00:30:19.910430Z,52,106757.jpg,1.5,Locadia,0.1,False,,n,4,36,3,6923,0,23996,0,0.0,0.6,Locadia,85,0,0,1,1,0,0,0,0,0,0,0,5,3.2,1.3,30.0,3.3,491,72,464,72,373,61,464,68
111,100.0,0.0,93284,0,0,-3,3,0,4,0.0,0.0,0,Florin,0.0,46,False,,2019-08-24T16:30:09.164349Z,47,93284.jpg,1.7,Andone,0.3,False,,a,4,36,5,160457,0,197685,0,0.0,1.1,Andone,71,1,0,0,2,0,0,0,0,1,0,1,20,45.0,11.3,21.0,7.6,429,57,422,64,389,67,435,59
112,,,131897,0,0,2,-2,0,1,3.2,3.5,2,Mathew,4.0,47,False,,,47,131897.jpg,3.6,Ryan,11.5,False,,a,4,36,135,1231541,0,1282927,0,0.9,28.7,Ryan,3420,0,0,9,54,0,0,0,0,0,117,14,754,1000.0,0.0,0.0,100.1,10,3,632,64,625,61,150,3
113,,,50093,0,0,-1,1,2,1,-0.5,-0.5,0,David,0.0,48,False,,,39,50093.jpg,0.0,Button,18.2,False,,a,4,36,0,815602,0,1153130,0,0.0,0.0,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,38,489,16,456,8,511,38
114,,,60307,0,0,-3,3,0,3,0.3,-0.2,0,Pascal,0.3,49,False,,,62,60307.jpg,2.6,Groß,0.4,False,,a,4,36,76,115179,0,142704,0,0.0,12.3,Groß,1791,2,5,3,32,1,0,0,4,0,0,7,326,388.2,908.5,323.0,161.6,192,76,12,9,126,67,58,33
115,100.0,75.0,165210,0,0,-2,2,0,3,-0.2,-0.2,1,Alireza,0.3,50,False,,2020-07-18T13:30:18.589471Z,58,165210.jpg,2.8,Jahanbakhsh,0.1,False,,a,4,36,28,12848,0,15906,0,0.1,4.8,Jahanbakhsh,305,2,1,1,4,0,0,0,0,0,0,2,90,90.6,62.5,106.0,25.9,388,163,327,169,272,138,371,161
116,0.0,0.0,167473,0,0,-1,1,0,3,0.0,0.0,0,José Heriberto,0.0,51,False,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,167473.jpg,0.0,Izquierdo Mena,0.0,False,,i,4,36,0,338,0,421,0,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,659,274,660,275,658,275,660,275
117,100.0,0.0,83543,0,0,-2,2,0,3,0.0,0.0,0,Anthony,0.0,52,False,,2019-07-21T20:00:14.555249Z,53,83543.jpg,0.0,Knockaert,0.0,False,,a,4,36,0,408,0,1057,0,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,658,273,658,274,656,274,659,274
118,100.0,100.0,227127,0,0,0,0,0,3,1.2,2.8,7,Yves,3.3,53,False,,2019-06-25T11:30:06.944296Z,50,227127.jpg,1.8,Bissouma,0.0,False,,a,4,36,39,2389,0,2011,0,0.7,7.8,Bissouma,1253,1,0,4,18,0,0,0,4,0,0,0,207,238.8,110.6,101.0,45.1,285,116,264,147,280,143,318,143
119,100.0,100.0,66242,0,0,-2,2,0,3,1.2,0.8,1,Davy,1.3,54,False,,2020-07-02T13:30:15.122515Z,48,66242.jpg,2.2,Pröpper,0.3,False,,a,4,36,78,93813,0,99021,0,0.3,16.2,Pröpper,2826,1,2,6,46,1,0,0,4,0,0,2,441,522.2,434.1,271.0,122.5,123,44,81,57,150,84,106,61
120,100.0,100.0,109345,0,0,-4,4,0,3,0.2,1.2,2,Solomon,1.7,55,False,,2019-11-28T14:00:24.105131Z,46,109345.jpg,2.0,March,0.2,False,,a,4,36,38,38554,0,61586,0,0.4,8.3,March,1139,0,1,4,15,0,0,0,2,0,0,3,129,189.4,239.6,274.0,70.4,320,134,174,108,147,82,231,114
121,100.0,100.0,38490,0,0,-3,3,3,3,-0.5,-0.5,0,Beram,0.0,56,False,,2019-08-08T22:00:09.076501Z,42,38490.jpg,0.0,Kayal,0.1,False,,a,4,36,0,36774,0,35201,0,0.0,0.0,Kayal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,218,541,219,513,208,559,221
122,100.0,100.0,40845,0,0,-1,1,0,3,1.2,1.5,2,Dale,2.0,57,False,,2020-02-08T17:30:21.605491Z,44,40845.jpg,1.9,Stephens,1.5,False,,a,4,36,63,196732,0,297042,0,0.5,14.3,Stephens,2525,0,1,6,42,0,0,0,8,0,0,1,406,438.6,292.8,90.0,82.2,163,61,145,91,295,147,199,102
123,100.0,100.0,116216,0,0,-2,2,3,3,3.8,1.2,0,Leandro,1.7,421,False,,2019-11-16T11:00:16.932007Z,58,116216.jpg,3.4,Trossard,0.5,False,,a,4,36,104,150143,0,165710,0,0.3,17.9,Trossard,2004,5,5,4,34,0,0,0,0,0,0,9,352,411.4,585.4,540.0,153.2,182,72,38,31,67,35,64,36
124,100.0,100.0,78916,0,0,0,0,0,2,2.8,3.8,2,Dan,4.3,475,False,,2020-01-01T14:30:13.406599Z,45,78916.jpg,2.5,Burn,0.3,False,,a,4,36,86,50645,0,40985,0,1.0,19.1,Burn,2879,0,0,9,42,0,0,0,5,0,0,3,480,602.8,311.9,128.0,104.2,76,29,135,33,253,68,141,35
125,100.0,100.0,110735,0,0,-1,1,1,2,1.8,2.5,2,Adam,3.0,493,False,,2020-07-18T13:30:19.627818Z,44,110735.jpg,2.8,Webster,0.5,False,,a,4,36,88,126996,0,101981,0,0.7,20.0,Webster,2668,3,1,5,44,1,0,0,4,0,0,7,514,696.6,153.2,221.0,107.3,54,19,235,61,182,34,134,32
126,,,115382,0,0,-3,3,1,4,2.3,4.8,5,Neal,5.3,502,False,,,57,115382.jpg,3.5,Maupay,1.8,False,,a,4,36,131,643074,0,561993,0,0.9,23.0,Maupay,2763,10,3,8,36,0,0,1,3,0,0,21,361,518.6,369.2,1519.0,240.5,124,17,112,17,7,5,22,8
127,100.0,100.0,74471,0,0,-3,3,1,3,1.5,0.5,1,Aaron,1.0,516,False,,2020-01-09T14:00:18.516961Z,47,74471.jpg,2.6,Mooy,0.4,False,,a,4,36,80,116751,0,108360,0,0.2,17.0,Mooy,2079,2,2,6,33,0,0,0,1,1,0,9,337,436.6,614.9,291.0,134.0,165,62,31,25,138,75,87,50
128,100.0,100.0,233425,0,0,-3,3,7,4,0.5,2.2,8,Aaron,2.7,534,False,,2020-03-20T16:00:27.160405Z,42,233425.jpg,2.5,Connolly,2.7,False,,a,4,36,61,667701,0,492038,0,0.6,14.5,Connolly,1250,3,3,5,22,0,0,0,0,0,0,5,146,150.6,91.4,530.0,76.0,348,43,286,45,69,32,212,36
129,100.0,0.0,213056,0,0,0,0,0,2,0.0,0.0,0,Tudor,0.0,536,False,,2020-01-17T11:00:15.294241Z,40,213056.jpg,0.0,Baluta,0.2,False,,a,4,36,0,26158,0,22868,0,0.0,0.0,Baluta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,199,517,200,486,191,537,199
130,100.0,0.0,235382,0,0,-1,1,0,3,0.0,0.0,0,Steven,0.0,537,False,,2020-07-14T13:00:24.499515Z,44,235382.jpg,1.7,Alzate,0.1,False,,a,4,36,33,21609,0,17026,0,0.0,7.5,Alzate,1181,0,0,3,18,0,0,0,1,0,0,0,183,202.0,214.1,205.0,62.3,310,130,190,120,196,105,260,123
131,,,74375,0,0,-1,1,0,2,-0.5,-0.5,0,Ezequiel,0.0,546,False,,,39,74375.jpg,1.2,Schelotto,0.6,False,,a,4,36,9,102165,0,66213,0,0.0,2.3,Schelotto,357,0,0,0,7,0,0,0,2,0,0,0,40,38.4,12.7,65.0,11.4,431,161,417,156,327,112,419,155
132,,,232792,0,0,1,-1,0,2,2.3,2.8,2,Tariq,3.3,586,False,,,41,232792.jpg,2.9,Lamptey,1.5,False,,a,4,36,26,137512,0,26591,0,0.8,6.3,Lamptey,619,0,1,3,8,0,0,0,2,0,0,0,136,91.8,82.1,27.0,20.2,387,149,294,90,376,136,394,143
133,,,243016,0,0,-1,1,0,3,0.7,0.8,2,Alexis,1.3,627,False,,,54,243016.jpg,1.3,Mac Allister,0.0,False,,a,4,36,12,1656,0,1136,0,0.2,2.2,Mac Allister,348,0,0,0,6,0,0,0,0,0,0,0,35,28.4,73.8,66.0,16.9,442,184,304,160,326,160,403,174
134,,,215066,0,0,0,0,0,2,0.8,-0.5,0,Alex,0.0,666,False,,,40,215066.jpg,0.0,Cochrane,0.0,False,,a,4,36,0,101,0,15,0,0.0,0.0,Cochrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,200,519,201,488,192,539,200
135,100.0,0.0,51927,0,0,-1,1,1,2,0.0,0.0,0,Ben,0.0,83,False,,2020-07-05T13:00:17.289335Z,49,51927.jpg,3.4,Mee,0.9,False,,a,5,90,110,182230,0,188924,0,0.0,22.4,Mee,2880,1,2,13,45,0,0,0,7,0,0,6,549,658.8,105.8,362.0,112.9,59,22,272,79,106,14,122,27
136,100.0,100.0,17761,0,0,5,-5,3,2,6.3,3.5,1,James,3.0,84,False,,2019-08-03T18:30:13.047591Z,55,17761.jpg,3.8,Tarkowski,9.3,False,,a,5,90,143,1034779,0,479402,0,0.5,26.0,Tarkowski,3420,2,3,15,50,0,0,0,10,0,0,14,690,919.8,167.1,410.0,149.9,14,3,223,57,95,10,68,8
137,100.0,0.0,68983,0,0,-3,3,0,2,0.0,0.0,0,Matthew,0.0,85,False,,2020-06-29T19:30:19.130517Z,42,68983.jpg,2.8,Lowton,0.3,False,,a,5,90,48,120253,0,125868,0,0.0,11.4,Lowton,1530,0,1,6,31,0,0,0,2,0,0,1,270,294.2,181.7,15.0,49.2,246,95,217,54,407,150,307,102
138,100.0,100.0,17997,0,0,-1,1,1,2,5.5,5.5,0,Phil,5.0,86,False,,2020-01-24T15:30:17.654643Z,44,17997.jpg,3.7,Bardsley,2.1,False,,a,5,90,78,180668,0,36074,0,1.1,17.7,Bardsley,1890,0,2,9,19,0,0,0,6,0,0,6,358,350.6,164.0,109.0,62.5,212,80,225,58,269,78,258,82
139,100.0,0.0,103914,0,0,-2,2,1,2,0.0,0.0,0,Charlie,0.3,87,False,,2020-07-15T19:30:25.224417Z,43,103914.jpg,3.5,Taylor,2.1,False,,a,5,90,84,418676,0,362627,0,0.1,19.5,Taylor,1944,0,1,10,18,0,0,0,3,0,0,5,375,382.6,243.0,19.0,64.7,196,72,168,39,395,144,251,77
140,100.0,100.0,41674,0,0,-2,2,0,2,3.7,3.5,1,Kevin,3.0,88,False,,2019-12-05T14:00:19.724270Z,43,41674.jpg,2.6,Long,0.3,False,,a,5,90,21,20369,0,11651,0,0.7,4.9,Long,562,0,0,2,5,0,0,0,0,0,0,0,93,104.8,1.3,24.0,13.0,380,146,463,174,382,138,413,153
141,100.0,0.0,83312,0,0,-1,1,9,2,0.0,0.0,0,Ben,0.0,89,False,,2020-01-24T15:30:17.666302Z,39,83312.jpg,0.0,Gibson,2.1,False,,a,5,90,0,164323,0,238327,0,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,182,490,182,457,171,512,182
142,100.0,0.0,44699,0,0,-4,4,1,4,0.0,0.0,0,Ashley,0.0,90,False,,2020-01-05T01:00:11.884714Z,61,44699.jpg,3.2,Barnes,2.1,False,,a,5,90,61,1128731,0,1184946,0,0.0,10.0,Barnes,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474.0,75.9,297,34,292,47,78,37,213,37
