,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
143,100.0,100.0,60689,0,0,-3,3,3,4,3.5,8.2,9,Chris,7.7,91,False,,2020-06-07T00:30:14.067961Z,62,60689.jpg,4.2,Wood,2.4,False,,a,5,90,136,504485,0,442980,0,1.2,21.9,Wood,2436,14,1,11,33,1,0,0,1,0,0,21,384,552.2,299.6,1070.0,190.8,101,13,138,20,24,15,44,17
144,100.0,100.0,81183,0,0,-4,4,1,4,1.8,1.5,1,Matej,1.0,92,False,,2019-11-21T14:00:21.258493Z,51,81183.jpg,2.1,Vydra,0.1,False,,a,5,90,39,28266,0,27058,0,0.2,7.6,Vydra,807,2,1,5,7,0,0,0,0,0,0,3,112,144.2,113.3,273.0,53.3,351,44,263,43,149,43,291,43
145,100.0,100.0,98747,0,0,7,-7,3,1,5.7,3.8,1,Nick,3.3,93,True,,2019-07-31T00:00:11.182051Z,52,98747.jpg,4.5,Pope,23.1,False,,a,5,90,170,2393185,0,1209353,0,0.6,32.7,Pope,3420,0,0,15,50,0,1,0,1,0,120,23,789,900.0,30.3,2.0,93.1,18,6,376,1,447,3,168,6
146,0.0,0.0,15749,0,0,-3,3,0,1,0.0,0.0,0,Joe,0.0,95,False,Contract with club expired on 30/6,2020-06-29T23:00:16.227529Z,42,15749.jpg,0.0,Hart,1.0,False,,u,5,90,0,28406,0,105819,0,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,54,537,34,509,28,556,54
147,100.0,100.0,60586,0,0,-1,1,0,3,1.8,3.2,2,Johann Berg,2.7,96,False,,2020-06-07T00:30:14.089906Z,59,60586.jpg,2.5,Gudmundsson,0.4,False,,a,5,90,30,80810,0,117200,0,0.5,5.1,Gudmundsson,617,1,1,3,7,0,0,0,0,0,0,1,98,118.6,215.4,108.0,44.1,365,152,188,119,270,137,323,145
148,100.0,100.0,433154,0,0,0,0,1,3,3.0,2.8,2,Dwight,2.3,97,False,,2019-09-26T14:30:17.961067Z,60,433154.jpg,3.2,McNeil,1.0,False,,a,5,90,123,254514,0,217980,0,0.4,20.5,McNeil,3339,2,7,16,48,0,0,0,5,0,0,6,529,644.2,931.4,430.0,200.6,62,16,11,8,87,44,40,22
149,100.0,100.0,90517,0,0,0,0,0,3,0.8,1.5,1,Robbie,1.0,98,False,,2020-06-23T12:30:16.893641Z,55,90517.jpg,1.9,Brady,0.0,False,,a,5,90,32,4428,0,5083,0,0.2,5.8,Brady,445,1,2,1,10,0,0,0,1,0,0,0,112,118.6,102.1,128.0,34.9,364,151,274,151,254,131,346,150
150,0.0,0.0,39847,0,0,0,0,0,3,0.0,0.0,0,Steven,0.0,99,False,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,39847.jpg,0.0,Defour,0.0,False,,u,5,90,0,402,0,521,0,0.0,0.0,Defour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,660,275,661,276,659,276,661,276
151,0.0,0.0,83314,0,0,-1,1,0,3,0.0,0.0,0,Jeff,0.0,100,False,Contract ends on 30/6,2020-06-29T23:00:16.264257Z,54,83314.jpg,2.8,Hendrick,0.1,False,,u,5,90,67,15773,0,18285,0,0.0,12.4,Hendrick,1930,2,2,10,30,0,0,0,8,0,0,4,197,269.8,213.7,282.0,76.5,263,107,191,121,142,77,210,107
152,100.0,100.0,60551,0,0,0,0,1,3,3.7,3.2,3,Ashley,2.7,101,False,,2019-12-19T15:00:19.383162Z,55,60551.jpg,3.4,Westwood,0.8,False,,a,5,90,118,140007,0,136532,0,0.5,21.5,Westwood,3150,2,7,15,39,0,0,0,9,0,0,11,567,596.8,814.2,135.0,154.7,80,25,16,13,245,128,62,35
153,0.0,0.0,40145,0,0,-1,1,0,3,0.0,0.0,0,Jack,0.0,102,False,Ankle injury - Unknown return date,2020-06-29T22:00:20.529259Z,49,40145.jpg,2.3,Cork,0.2,False,,i,5,90,70,14989,0,25944,0,0.0,14.3,Cork,2614,0,0,12,41,0,0,0,1,0,0,0,301,313.2,198.2,311.0,82.4,233,95,199,124,130,70,198,101
154,0.0,0.0,17349,0,0,-4,4,0,3,0.0,0.0,0,Aaron,0.0,430,False,Contract with club expired on 30/6,2020-06-29T23:00:16.838344Z,46,17349.jpg,0.9,Lennon,0.1,False,,u,5,90,15,6347,0,12276,0,0.0,3.3,Lennon,485,0,0,0,15,0,0,0,4,0,0,0,51,45.0,37.8,12.0,9.6,428,179,364,182,410,189,426,182
155,100.0,100.0,39487,0,0,-2,2,2,2,5.5,6.2,3,Erik,5.7,447,False,,2019-12-02T16:00:24.543370Z,43,39487.jpg,3.2,Pieters,6.7,False,,a,5,90,77,1259353,0,949684,0,1.3,17.9,Pieters,1876,0,5,6,35,0,0,0,2,0,0,10,359,355.4,273.8,90.0,71.6,207,76,154,36,294,93,226,65
156,100.0,100.0,44683,0,0,-3,3,1,4,4.8,2.2,2,Jay,1.7,451,False,,2020-07-15T21:30:25.144884Z,57,44683.jpg,2.8,Rodriguez,1.0,False,,a,5,90,100,121332,0,81410,0,0.3,17.5,Rodriguez,2002,8,2,7,34,0,0,0,1,0,0,9,282,431.4,135.0,827.0,137.8,171,23,247,38,39,22,83,24
157,,,220037,0,0,-2,2,0,1,0.5,0.5,0,Bailey,0.0,495,False,,,43,220037.jpg,0.0,Peacock-Farrell,0.1,False,,a,5,90,0,2351,0,4276,0,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,583,68,570,53,549,48,585,68
158,,,195064,0,0,0,0,0,3,0.5,0.5,0,Mace,0.0,571,False,,,45,195064.jpg,0.0,Goodridge,0.0,False,,a,5,90,0,865,0,671,0,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,606,235,596,236,583,231,609,238
159,100.0,100.0,195471,0,0,-1,1,2,2,0.5,0.5,0,Anthony,0.0,572,False,,2020-01-08T02:00:17.684892Z,39,195471.jpg,0.0,Driscoll-Glennon,0.1,False,,a,5,90,0,8702,0,4305,0,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514,184,494,184,462,174,516,184
160,0.0,0.0,432793,0,0,0,0,0,2,0.0,0.0,0,Abd-Al-Ali Morakinyo Olaposi,0.0,596,False,Contract with club expired on 30/6,2020-06-30T23:30:23.984405Z,40,432793.jpg,0.0,Koiki,0.0,False,,u,5,90,0,2983,0,2428,0,0.0,0.0,Koiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544,205,526,206,495,197,546,205
161,,,172782,0,0,-2,2,0,3,3.0,2.5,1,Josh,2.0,620,False,,,48,172782.jpg,2.1,Brownhill,0.0,False,,a,5,90,21,1938,0,810,0,0.4,4.4,Brownhill,805,0,0,4,10,0,0,0,2,0,0,0,111,101.2,58.5,49.0,20.8,384,162,330,170,350,169,392,170
162,,,218023,0,0,0,0,0,2,0.5,0.5,0,Jimmy,0.0,638,False,,,40,218023.jpg,0.0,Dunne,0.0,False,,a,5,90,0,1626,0,619,0,0.0,0.0,Dunne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,201,520,202,489,193,540,201
163,,,461102,0,0,0,0,0,2,0.5,0.5,0,Bobby,0.0,639,False,,,40,461102.jpg,0.0,Thomas,0.0,False,,a,5,90,0,1155,0,490,0,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,549,208,531,209,500,200,551,208
164,,,461450,0,0,0,0,0,4,0.5,0.5,0,Max,0.0,640,False,,,45,461450.jpg,1.0,Thompson,0.0,False,,a,5,90,1,1207,0,693,0,0.0,0.2,Thompson,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,634,87,623,87,612,87,636,87
165,,,449974,0,0,0,0,0,1,0.5,0.5,0,Lukas,0.0,641,False,,,40,449974.jpg,0.0,Jensen,0.0,False,,a,5,90,0,1135,0,432,0,0.0,0.0,Jensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547,51,529,30,498,22,549,51
166,,,217401,0,0,0,0,0,3,0.5,0.5,0,Josh,0.0,653,False,,,45,217401.jpg,0.0,Benson,0.0,False,,a,5,90,0,116,0,51,0,0.0,0.0,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,609,238,600,240,586,234,612,241
167,,,430367,0,0,0,0,0,4,1.7,0.5,0,Joel,0.0,665,False,,,45,430367.jpg,0.0,Mumbongo,0.0,False,,a,5,90,0,57,0,9,0,0.0,0.0,Mumbongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624,84,614,85,601,84,626,84
168,100.0,100.0,82263,0,0,-4,4,4,2,1.5,6.0,11,Marcos,6.0,103,False,,2019-12-28T01:00:24.217758Z,61,82263.jpg,5.6,Alonso,3.1,False,,a,6,8,100,529044,0,671763,0,1.0,16.4,Alonso,1429,4,4,7,18,0,0,0,4,0,0,11,395,411.8,413.4,420.0,124.3,181,65,96,18,92,8,104,20
169,100.0,100.0,102380,0,0,-1,1,1,2,1.7,4.7,6,Antonio,4.7,104,False,,2019-09-14T17:00:16.188229Z,59,102380.jpg,3.1,Rüdiger,0.7,False,,a,6,8,63,77064,0,61790,0,0.8,10.7,Rüdiger,1710,2,0,5,24,1,0,0,3,0,0,5,351,389.4,93.3,194.0,67.7,191,70,284,85,201,43,243,74
170,100.0,100.0,41328,0,0,1,-1,4,2,4.0,4.7,5,César,4.7,105,False,,2019-12-22T19:30:15.441735Z,61,41328.jpg,3.6,Azpilicueta,8.8,False,,a,6,8,130,764717,0,719587,0,0.8,21.3,Azpilicueta,3229,2,6,8,53,0,0,0,1,0,0,16,700,905.2,708.7,438.0,205.4,16,4,25,4,85,6,35,4
171,100.0,100.0,109533,0,0,-1,1,0,2,0.2,0.3,0,Emerson,0.3,107,False,,2019-09-08T20:30:10.510601Z,54,109533.jpg,1.3,Palmieri dos Santos,0.7,False,,a,6,8,19,181772,0,235101,0,0.1,3.5,Emerson,1022,0,0,1,21,0,0,0,3,0,0,0,181,207.8,298.7,225.0,73.2,308,119,139,34,178,32,220,62
172,100.0,100.0,135363,0,0,-2,2,0,2,1.3,0.0,0,Andreas,0.0,108,False,,2020-06-28T19:30:23.670073Z,48,135363.jpg,1.6,Christensen,0.7,False,,a,6,8,34,92965,0,122993,0,0.0,7.1,Christensen,1751,0,0,3,33,0,0,0,5,0,0,0,325,353.6,70.9,96.0,52.1,208,77,311,100,289,89,295,97
173,100.0,0.0,105700,0,0,-3,3,0,2,0.0,0.0,0,Davide,0.0,109,False,,2019-08-21T19:30:16.936375Z,42,105700.jpg,0.0,Zappacosta,0.2,False,,a,6,8,0,3512,0,28261,0,0.0,0.0,Zappacosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,566,212,549,212,523,206,568,212
174,100.0,100.0,44346,0,0,-3,3,0,4,4.2,5.3,5,Olivier,5.3,110,False,,2020-01-26T17:00:13.952099Z,67,44346.jpg,3.8,Giroud,3.2,False,,a,6,8,68,382265,0,338366,0,0.8,10.1,Giroud,988,8,1,6,16,0,0,0,1,0,0,5,253,316.2,144.8,598.0,105.4,231,27,245,36,60,28,139,31
175,,,109745,0,0,-1,1,0,1,2.7,2.0,0,Kepa,2.0,111,False,,,54,109745.jpg,2.7,Arrizabalaga,4.3,False,,a,6,8,90,393135,0,504287,0,0.4,16.7,Kepa,2970,0,0,8,47,0,0,0,0,0,55,0,507,503.6,0.0,0.0,50.2,132,19,659,73,657,71,304,20
176,,,20310,0,0,-2,2,0,1,0.0,2.0,6,Willy,2.0,112,False,,,48,20310.jpg,2.6,Caballero,0.2,False,,a,6,8,13,12472,0,19528,0,0.4,2.7,Caballero,450,0,0,1,7,0,0,0,0,0,10,0,74,90.2,0.0,0.0,9.0,390,30,634,65,628,62,429,30
177,100.0,100.0,47431,0,0,3,-3,7,3,7.2,2.3,0,Willian,2.3,113,False,,2020-03-03T22:30:25.783399Z,73,47431.jpg,4.7,Borges Da Silva,10.7,False,,a,6,8,168,1895856,0,1238111,0,0.3,23.0,Willian,2595,9,9,10,35,0,0,0,4,0,0,26,698,834.8,1177.7,930.0,294.6,26,7,7,6,30,14,8,5
178,100.0,100.0,49579,0,0,-2,2,1,3,0.0,0.3,1,Pedro,0.3,114,False,,2020-02-22T21:30:18.487158Z,68,49579.jpg,2.9,Rodríguez Ledesma,1.1,False,,a,6,8,32,141555,0,283380,0,0.0,4.7,Pedro,659,1,2,2,12,0,0,0,1,0,0,1,127,161.4,227.1,349.0,73.8,340,143,183,116,111,58,219,109
179,100.0,100.0,126187,0,0,-6,6,0,3,1.7,1.3,1,Ruben,1.3,115,False,,2019-06-25T11:30:07.068350Z,59,126187.jpg,1.7,Loftus-Cheek,0.1,False,,a,6,8,12,17870,0,19346,0,0.2,2.0,Loftus-Cheek,203,0,1,1,3,0,0,0,0,0,0,0,37,30.8,30.2,33.0,9.2,440,182,377,185,369,176,427,183
180,100.0,100.0,209046,0,0,-9,9,0,3,1.2,2.0,1,Callum,2.0,116,False,,2020-06-24T12:30:16.286062Z,51,209046.jpg,2.4,Hudson-Odoi,0.4,False,,a,6,8,53,340834,0,334884,0,0.4,10.4,Hudson-Odoi,849,1,5,2,14,0,0,0,1,0,0,3,197,235.2,341.4,325.0,89.9,289,120,121,78,124,66,178,91
181,100.0,100.0,88894,0,0,-4,4,2,3,3.3,0.7,1,Ross,0.7,117,False,,2019-10-19T16:00:15.801912Z,56,88894.jpg,2.9,Barkley,1.6,False,,a,6,8,61,163615,0,522348,0,0.1,10.9,Barkley,1095,1,5,5,14,0,0,0,0,0,0,5,208,266.0,344.3,373.0,98.2,267,109,118,76,103,53,158,80
182,100.0,100.0,85955,0,0,-1,1,1,3,1.3,2.7,3,Jorge Luiz,2.7,118,False,,2020-02-29T17:00:18.261637Z,49,85955.jpg,3.0,Frello Filho,2.8,False,,a,6,8,92,662203,0,765115,0,0.6,18.8,Jorginho,2376,4,3,6,40,0,0,0,10,0,0,9,535,600.0,422.4,158.0,118.4,77,23,92,65,231,121,113,64
183,100.0,75.0,116594,0,0,0,0,0,3,0.6,0.0,0,N'Golo,0.0,119,False,,2020-07-04T21:00:17.142316Z,50,116594.jpg,2.6,Kanté,3.5,False,,a,6,8,57,440747,0,731236,0,0.0,11.4,Kanté,1730,3,0,3,25,0,0,0,4,0,0,2,294,422.8,424.5,214.0,106.3,175,66,89,62,186,100,138,74
184,100.0,0.0,199598,0,0,-2,2,0,3,0.0,0.0,0,Ethan,0.0,121,False,,2019-07-22T13:30:07.199042Z,43,199598.jpg,0.0,Ampadu,0.0,False,,a,6,8,0,1935,0,2843,0,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,580,223,567,224,545,216,582,226
185,50.0,100.0,176413,0,0,-1,1,1,3,6.7,6.0,3,Christian,6.0,431,False,Hamstring injury - 50% chance of playing,2020-08-11T00:30:12.927093Z,74,176413.jpg,5.1,Pulisic,13.0,False,,d,6,8,127,2342711,0,2030262,0,0.8,17.2,Pulisic,1717,9,8,6,28,0,0,0,0,0,0,8,379,556.2,426.0,1059.0,204.2,98,32,87,60,25,10,37,19
186,0.0,100.0,91651,0,0,-2,2,0,3,0.8,2.3,3,Mateo,2.3,432,False,Suspended - unknown return date,2020-08-03T11:00:16.221190Z,53,91651.jpg,2.2,Kovacic,0.9,False,,s,6,8,68,134641,0,168094,0,0.4,12.8,Kovacic,2065,1,3,4,37,0,0,0,8,0,0,6,461,497.0,458.5,186.0,114.0,136,50,68,51,209,113,121,68
187,100.0,100.0,103192,0,0,-3,3,0,2,2.2,4.0,7,Kurt,4.0,459,False,,2019-09-28T16:00:17.677906Z,47,103192.jpg,2.2,Zouma,1.7,False,,a,6,8,62,190033,0,295535,0,0.9,13.2,Zouma,2343,0,0,7,37,1,0,0,6,0,0,2,432,518.0,40.1,162.0,71.7,125,47,359,127,229,56,224,64
188,100.0,100.0,173879,0,0,3,-3,4,4,2.7,2.3,1,Tammy,2.3,460,False,,2020-02-28T14:00:22.022949Z,73,173879.jpg,4.5,Abraham,14.0,False,,a,6,8,153,5791038,0,5254123,0,0.3,21.0,Abraham,2206,15,6,7,34,1,0,0,2,0,0,20,461,659.6,283.2,1301.0,223.3,58,9,150,21,10,8,28,10
189,,,94245,0,0,-4,4,0,4,0.0,0.0,0,Michy,0.0,461,False,,,66,94245.jpg,1.8,Batshuayi,0.5,False,,a,6,8,28,98087,0,136050,0,0.0,4.2,Batshuayi,224,1,2,0,8,0,0,0,0,0,0,1,59,61.8,42.9,185.0,28.3,412,54,355,53,211,53,363,53
190,100.0,0.0,167767,0,0,-3,3,0,3,0.0,0.0,0,Robert Kenedy,0.0,462,False,,2019-09-02T23:30:15.527764Z,52,167767.jpg,0.0,Nunes do Nascimento,0.0,False,,a,6,8,0,989,0,4695,0,0.0,0.0,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,657,272,654,273,652,273,658,273
191,100.0,100.0,184341,0,0,0,0,2,3,1.3,5.0,14,Mason,5.0,463,False,,2020-03-08T17:30:18.062200Z,60,184341.jpg,3.7,Mount,12.7,False,,a,6,8,137,4341891,0,3712179,0,0.8,22.8,Mount,2865,7,6,9,44,0,0,0,3,0,0,11,510,641.2,814.0,974.0,242.8,65,18,17,14,28,12,20,12
192,100.0,100.0,225796,0,0,-1,1,1,2,1.5,2.3,6,Reece,2.3,506,False,,2020-01-18T19:30:18.538805Z,49,225796.jpg,2.5,James,0.9,False,,a,6,8,61,179840,0,131953,0,0.5,12.4,James,1510,0,2,5,23,0,0,0,1,0,0,5,373,343.6,428.8,143.0,91.8,219,84,85,17,241,61,171,45
193,100.0,100.0,194794,0,0,-3,3,2,2,0.0,0.0,0,Fikayo,0.0,529,False,,2020-06-19T16:00:13.947915Z,42,194794.jpg,3.2,Tomori,1.4,False,,a,6,8,48,847045,0,790697,0,0.0,11.4,Tomori,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79.0,48.5,221,86,316,102,307,99,310,105
194,0.0,0.0,243568,0,0,-4,4,0,3,0.0,0.0,0,Billy,0.0,533,False,Knee injury - Expected back 07 Nov,2020-07-10T01:00:24.249377Z,41,243568.jpg,1.5,Gilmour,0.3,False,,i,6,8,9,54932,0,37246,0,0.0,2.2,Gilmour,191,0,0,1,3,0,0,0,0,0,0,0,41,31.4,55.3,5.0,9.1,439,181,338,173,436,201,428,184
195,100.0,0.0,209036,0,0,-1,1,0,2,0.0,0.0,0,Addji Keaninkin Marc-Israel,0.0,545,False,,2020-01-10T11:00:15.069169Z,39,209036.jpg,0.0,Guehi,0.1,False,,a,6,8,0,8862,0,8383,0,0.0,0.0,Guehi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,186,496,186,464,176,518,186
196,,,223332,0,0,0,0,0,3,0.0,0.0,0,Faustino,0.0,630,False,,,45,223332.jpg,1.0,Anjorin,0.0,False,,a,6,8,1,542,0,372,0,0.0,0.2,Anjorin,19,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.2,9.0,1.0,614,241,466,208,420,194,493,209
197,,,440323,0,0,0,0,0,4,0.0,0.0,0,Armando,0.0,631,False,,,45,440323.jpg,1.0,Broja,0.0,False,,a,6,8,1,1710,0,1239,0,0.0,0.2,Broja,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,627,86,479,74,604,86,629,86
198,,,450529,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,657,False,,,45,450529.jpg,0.0,Bate,0.0,False,,a,6,8,0,64,0,23,0,0.0,0.0,Bate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,631,255,620,256,609,252,633,257
199,0.0,0.0,74230,0,0,1,-1,3,2,0.0,0.0,0,Patrick,0.3,123,False,Shoulder Dislocation - Unknown return date,2020-07-16T22:00:23.507282Z,56,74230.jpg,3.8,van Aanholt,4.7,False,,i,7,31,109,994637,0,1176174,0,0.1,19.5,van Aanholt,2507,3,2,8,38,1,0,0,0,0,0,12,523,531.2,516.0,285.0,133.4,117,46,52,9,140,23,89,14
200,0.0,0.0,49413,0,0,-1,1,1,2,0.0,0.0,0,James,0.0,124,False,Thigh injury - Unknown return date,2020-06-19T16:00:13.239396Z,49,49413.jpg,2.7,Tomkins,0.2,False,,i,7,31,48,88428,0,81565,0,0.0,9.8,Tomkins,1582,1,1,3,23,0,0,0,5,0,0,4,260,384.0,27.7,121.0,53.3,194,71,389,144,260,70,290,95
201,0.0,0.0,40784,0,0,0,0,0,2,0.0,0.0,0,Mamadou,0.7,125,False,Muscle injury - Unknown return date,2020-07-20T23:30:24.456832Z,50,40784.jpg,0.8,Sakho,0.1,False,,i,7,31,11,7751,0,10883,0,0.1,2.2,Sakho,929,0,0,0,21,0,0,0,1,1,0,0,148,179.2,15.9,6.0,20.2,325,127,411,154,435,162,395,144
202,100.0,100.0,55494,0,0,-2,2,0,2,0.7,0.8,2,Joel,1.3,126,False,,2019-11-23T18:00:20.336284Z,43,55494.jpg,2.7,Ward,1.5,False,,a,7,31,77,368837,0,327428,0,0.3,17.9,Ward,2380,0,1,7,36,0,0,0,4,0,0,8,392,427.0,117.0,49.0,59.5,173,64,260,73,348,125,271,85
203,100.0,100.0,19188,0,0,-2,2,1,2,0.5,0.8,2,Scott,1.3,127,False,,2019-12-20T13:30:13.414607Z,43,19188.jpg,3.2,Dann,0.2,False,,a,7,31,51,24314,0,29185,0,0.3,11.9,Dann,1264,0,1,5,14,0,0,0,0,0,0,3,253,250.2,58.3,177.0,48.6,275,110,331,111,216,49,309,104
204,100.0,100.0,58786,0,0,1,-1,0,2,-0.5,-0.5,0,Martin,0.0,128,False,,2020-06-19T16:00:13.256108Z,41,58786.jpg,3.4,Kelly,14.7,False,,a,7,31,64,2017451,0,2551730,0,0.0,15.6,Kelly,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15.0,41.7,237,93,282,83,406,149,330,115
205,100.0,0.0,54861,0,0,-3,3,0,4,0.0,0.0,0,Christian,0.0,129,False,,2020-07-12T16:00:17.319637Z,57,54861.jpg,1.8,Benteke,0.5,False,,a,7,31,42,45012,0,89535,0,0.0,7.4,Benteke,1252,2,1,5,18,0,0,0,4,1,0,1,133,231.8,248.3,632.0,110.9,292,32,166,25,55,26,126,28
206,100.0,0.0,59125,0,0,-2,2,0,4,0.0,0.0,0,Connor,0.0,130,False,,2020-01-31T23:00:19.843392Z,43,59125.jpg,2.5,Wickham,1.8,False,,a,7,31,15,273122,0,496857,0,0.0,3.5,Wickham,90,1,1,0,2,0,0,0,0,0,0,2,48,59.8,34.5,64.0,15.8,414,55,369,56,330,56,406,57
207,100.0,100.0,40836,0,0,-1,1,3,1,1.7,1.5,2,Vicente,2.0,131,False,,2020-06-25T10:00:21.543320Z,49,40836.jpg,3.9,Guaita,1.6,False,,a,7,31,137,385764,0,334103,0,0.4,28.0,Guaita,3150,0,0,10,42,1,0,0,1,0,111,16,643,827.2,0.0,0.0,82.6,27,9,641,68,637,65,197,9
208,,,20066,0,0,-3,3,0,1,-0.5,-0.5,0,Wayne,0.0,132,False,,,42,20066.jpg,2.3,Hennessey,0.6,False,,a,7,31,7,27189,0,61030,0,0.0,1.7,Hennessey,270,0,0,0,8,0,0,0,0,0,16,0,58,110.4,0.0,0.0,11.0,372,28,540,37,512,31,421,28
209,100.0,100.0,82403,0,0,-4,4,1,3,2.2,1.5,2,Wilfried,2.0,133,False,,2020-06-24T21:30:18.591220Z,66,82403.jpg,3.2,Zaha,8.4,False,,a,7,31,120,1235227,0,1910673,0,0.3,18.2,Zaha,3279,4,6,9,46,0,0,0,5,0,0,4,337,572.0,588.0,1103.0,226.4,87,28,37,30,20,7,27,17
210,100.0,75.0,66975,0,0,-3,3,1,3,0.5,0.1,1,Luka,0.7,134,False,,2020-07-20T19:30:22.825944Z,67,66975.jpg,2.6,Milivojevic,1.9,False,,a,7,31,81,75590,0,462256,0,0.1,12.1,Milivojevic,2510,3,1,7,38,0,0,0,12,0,0,9,382,460.0,499.1,190.0,114.9,147,56,55,41,204,109,119,66
211,100.0,100.0,60252,0,0,-4,4,0,3,1.0,1.5,2,Andros,2.0,135,False,,2019-12-16T20:00:21.552659Z,56,60252.jpg,2.0,Townsend,0.9,False,,a,7,31,48,53131,0,225257,0,0.4,8.6,Townsend,1284,1,1,3,23,0,0,0,0,0,0,0,221,246.4,247.1,122.0,61.6,277,112,167,104,258,134,266,128
212,100.0,100.0,141020,0,0,-3,3,0,3,0.0,-0.5,0,Max,0.0,136,False,,2020-01-11T20:30:19.086626Z,52,141020.jpg,1.4,Meyer,0.1,False,,a,7,31,23,4721,0,11708,0,0.0,4.4,Meyer,645,0,0,1,11,0,0,0,1,0,0,0,67,68.0,68.9,103.0,23.8,407,170,313,166,276,140,380,166
213,100.0,100.0,86417,0,0,-1,1,1,3,0.0,3.2,8,Jeffrey,3.7,137,False,,2020-06-19T16:00:13.289702Z,54,86417.jpg,3.0,Schlupp,0.1,False,,a,7,31,51,20717,0,27015,0,0.7,9.4,Schlupp,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8,283,115,275,152,153,87,268,130
214,100.0,100.0,50471,0,0,-3,3,0,3,1.2,1.5,2,James,2.0,138,False,,2019-11-03T16:30:17.881657Z,52,50471.jpg,2.5,McArthur,0.6,False,,a,7,31,92,49799,0,128082,0,0.4,17.7,McArthur,3091,0,4,11,38,0,0,0,6,0,0,2,420,586.6,486.6,421.0,149.6,82,26,57,43,91,46,69,40
215,100.0,100.0,55037,0,0,-2,2,0,3,0.7,0.5,1,Cheikhou,1.0,139,False,,2020-02-22T21:30:18.688171Z,48,55037.jpg,2.4,Kouyaté,0.2,False,,a,7,31,85,35726,0,36164,0,0.2,17.7,Kouyaté,2524,1,2,10,36,0,0,0,4,0,0,4,288,394.6,162.3,279.0,83.5,188,74,229,136,144,79,192,99
216,,,221275,0,0,-2,2,0,3,-0.5,-0.5,0,Luke,0.0,140,False,,,43,221275.jpg,0.0,Dreher,0.1,False,,a,7,31,0,13224,0,13070,0,0.0,0.0,Dreher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,584,224,571,225,550,218,586,227
217,100.0,100.0,50472,0,0,-3,3,2,3,0.5,0.8,1,James,1.3,157,False,,2020-03-01T19:30:23.056417Z,42,50472.jpg,1.2,McCarthy,0.9,False,,a,7,31,41,118150,0,106549,0,0.3,9.8,McCarthy,1668,0,0,2,29,0,0,0,9,0,0,0,205,268.8,268.3,80.0,61.8,265,108,157,99,306,153,264,126
