element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
19188,45,43,51,1264,0,1,5,14,0,0,0,0,0,0,3,253,250.2,58.3,177.0,48.6
58786,40,41,64,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15.0,41.7
54861,60,57,42,1252,2,1,5,18,0,0,0,4,1,0,1,133,231.8,248.3,632.0,110.9
59125,45,43,15,90,1,1,0,2,0,0,0,0,0,0,2,48,59.8,34.5,64.0,15.8
40836,50,49,137,3150,0,0,10,42,1,0,0,1,0,111,16,643,827.2,0.0,0.0,82.6
20066,45,42,7,270,0,0,0,8,0,0,0,0,0,16,0,58,110.4,0.0,0.0,11.0
82403,70,66,120,3279,4,6,9,46,0,0,0,5,0,0,4,337,572.0,588.0,1103.0,226.4
66975,70,67,81,2510,3,1,7,38,0,0,0,12,0,0,9,382,460.0,499.1,190.0,114.9
60252,60,56,48,1284,1,1,3,23,0,0,0,0,0,0,0,221,246.4,247.1,122.0,61.6
141020,55,52,23,645,0,0,1,11,0,0,0,1,0,0,0,67,68.0,68.9,103.0,23.8
86417,55,54,51,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8
50471,55,52,92,3091,0,4,11,38,0,0,0,6,0,0,2,420,586.6,486.6,421.0,149.6
55037,50,48,85,2524,1,2,10,36,0,0,0,4,0,0,4,288,394.6,162.3,279.0,83.5
221275,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
50472,45,42,41,1668,0,0,2,29,0,0,0,9,0,0,0,205,268.8,268.3,80.0,61.8
80146,50,51,132,3148,9,3,12,45,0,0,0,6,0,0,19,443,597.4,445.6,885.0,192.4
19419,45,43,70,2167,0,1,7,35,0,0,0,1,0,0,4,395,448.4,40.0,342.0,83.4
175946,50,45,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0
173954,45,45,22,761,0,0,0,9,0,0,0,0,0,0,0,116,117.0,47.1,27.0,19.1
42525,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
221272,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
244723,40,40,4,193,0,0,0,4,0,0,0,1,0,0,0,23,36.4,58.7,2.0,9.7
466955,45,45,2,13,0,0,0,0,0,0,0,0,0,0,0,7,6.4,21.0,2.0,2.9
432705,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
209043,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
234720,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
235599,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
461382,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
153133,60,56,52,1591,1,0,4,30,0,0,0,0,0,0,2,227,246.4,383.7,329.0,95.9
101188,60,59,120,3031,0,8,9,49,1,0,0,6,0,0,16,646,743.0,1112.0,293.0,215.0
164511,55,53,78,2281,2,1,5,37,1,0,0,3,0,0,8,419,535.4,87.2,422.0,104.4
106611,55,52,90,2556,2,0,7,42,1,0,0,3,0,0,9,490,666.4,80.0,204.0,95.2
59949,55,53,55,1833,0,1,5,29,0,0,0,3,1,0,2,325,321.2,149.0,175.0,64.6
12745,50,49,14,400,0,1,0,8,0,0,0,0,0,0,0,89,81.8,123.8,5.0,21.2
66838,60,57,24,462,2,0,2,6,0,0,0,0,0,0,1,86,89.0,63.4,229.0,37.7
177815,60,61,126,2621,13,1,8,43,0,0,0,9,0,0,15,385,562.8,241.4,1272.0,206.3
111234,55,52,117,3420,0,0,9,56,0,0,0,2,0,94,5,626,755.6,13.0,0.0,76.7
10318,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
212319,80,82,165,3070,13,5,9,51,0,0,0,8,0,0,13,519,814.6,478.1,1233.0,252.3
55422,80,73,95,2555,2,4,6,45,0,0,0,3,0,0,7,397,454.6,765.1,484.0,170.5
100649,65,64,72,1269,3,2,9,12,0,0,0,2,0,0,6,237,315.0,349.1,236.0,89.8
20467,65,62,63,1281,2,4,4,19,0,0,0,1,0,0,1,186,225.0,289.1,521.0,103.7
173807,55,53,59,2020,1,1,5,34,0,0,0,8,0,0,3,233,270.4,122.6,262.0,65.5
219352,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
80801,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
42774,45,44,18,998,0,0,1,20,0,0,0,4,1,0,0,132,143.2,78.5,32.0,25.5
41823,55,53,24,1187,0,0,2,24,0,0,0,3,1,0,2,202,183.0,146.7,24.0,35.4
120250,55,52,39,1457,0,1,5,20,0,0,0,6,0,0,3,184,156.6,179.4,33.0,36.4
232964,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
194164,45,42,71,2052,0,4,5,34,0,0,0,5,0,0,6,412,465.4,63.9,152.0,68.3
57513,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
242058,70,63,53,830,2,2,1,15,0,0,0,1,0,0,5,138,153.6,136.5,429.0,71.1
160987,50,48,4,135,0,0,1,0,0,0,0,0,0,0,0,14,20.0,6.3,0.0,2.6
102747,55,50,74,1818,0,4,5,30,0,0,0,3,0,0,10,386,463.0,341.5,121.0,92.5
195855,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
232826,45,45,17,436,0,1,0,6,0,0,0,0,0,0,1,63,76.0,98.4,44.0,21.8
113688,45,45,3,19,0,0,0,2,0,0,0,0,0,0,0,1,7.0,1.8,0.0,0.9
56192,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
222627,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
480455,40,40,11,299,0,0,1,6,0,0,0,0,0,0,2,69,66.0,2.2,0.0,6.9
218997,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
111931,60,62,123,2520,3,2,10,27,0,0,0,1,0,0,11,568,738.0,446.5,235.0,141.9
172850,55,54,114,2374,3,3,9,26,0,0,0,3,0,0,8,501,546.0,545.4,208.0,130.0
37642,50,53,128,3384,1,2,13,41,1,0,0,7,1,0,12,707,755.2,131.9,325.0,121.4
37402,45,42,26,770,0,0,2,10,0,0,0,0,0,0,2,139,144.4,53.5,20.0,21.8
218031,45,49,120,3036,1,1,12,35,0,0,0,4,1,0,12,681,755.6,79.0,238.0,107.5
15033,45,41,19,430,0,0,1,6,0,0,0,0,0,0,2,87,85.8,2.1,58.0,14.5
101668,90,97,210,3032,23,7,11,38,0,0,1,3,0,0,34,775,1026.0,418.4,1455.0,288.8
173515,60,57,64,953,5,4,3,9,0,0,0,1,0,0,7,204,288.2,204.2,603.0,109.4
17745,50,55,156,3420,0,0,13,41,0,2,0,2,0,97,10,707,863.4,30.0,2.0,89.6
11974,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
95463,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
172780,70,73,125,2624,6,5,10,26,0,0,0,4,0,0,14,548,642.4,1246.4,702.0,259.2
201666,60,58,133,2075,6,10,9,24,0,0,0,0,0,0,9,394,525.0,517.4,893.0,193.7
115858,55,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
51938,55,51,38,857,0,3,3,11,0,0,0,2,0,0,1,185,190.6,287.9,102.0,58.1
172632,55,50,44,605,2,4,1,6,0,0,1,1,0,0,0,151,205.4,242.3,263.0,70.8
203341,50,50,85,2671,2,1,12,32,0,0,0,6,0,0,5,443,611.6,254.4,205.0,107.2
61604,45,43,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0.0,0.1
155569,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
86881,45,43,11,288,0,0,1,3,0,0,0,0,0,0,0,71,57.4,51.8,9.0,11.8
197469,45,42,35,883,1,1,3,12,0,0,0,2,1,0,0,153,177.6,70.0,83.0,33.1
168580,65,60,129,1998,8,5,9,25,0,0,0,0,0,0,9,402,547.4,443.9,779.0,177.3
41727,50,48,32,932,0,0,3,17,0,0,0,2,0,0,2,176,161.4,41.0,16.0,21.8
220627,50,47,35,1010,0,1,4,14,1,0,0,1,0,0,0,196,240.6,195.0,61.0,49.6
166989,65,61,117,2823,3,6,12,35,0,0,0,2,0,0,5,531,566.6,805.4,502.0,187.6
13152,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
