element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
98745,45,48,77,1563,2,1,7,15,0,0,0,5,0,0,5,372,0.0,0.0,0.0,0.0
154043,45,44,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
38411,50,49,92,2311,0,2,9,23,0,0,0,3,0,0,6,553,0.0,0.0,0.0,0.0
51507,60,61,120,2287,3,0,11,19,0,0,0,4,0,0,15,575,0.0,0.0,0.0,0.0
80254,50,50,94,2669,0,2,9,30,0,0,0,2,0,0,2,458,0.0,0.0,0.0,0.0
37605,90,90,103,1857,4,6,9,16,0,0,0,0,0,0,13,511,0.0,0.0,0.0,0.0
98980,45,45,14,302,0,0,2,4,0,0,0,0,0,4,0,57,0.0,0.0,0.0,0.0
101184,45,45,68,1572,1,1,7,20,0,0,0,7,1,0,8,369,0.0,0.0,0.0,0.0
113534,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
37339,50,50,114,3420,2,5,10,51,0,0,0,4,0,0,7,589,0.0,0.0,0.0,0.0
43252,45,43,82,1868,2,0,8,21,0,0,0,5,1,0,8,395,0.0,0.0,0.0,0.0
47390,45,48,109,2998,0,3,13,41,0,0,0,9,0,0,4,658,0.0,0.0,0.0,0.0
114283,45,43,31,822,0,1,2,18,0,0,0,0,0,0,2,147,0.0,0.0,0.0,0.0
174597,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
21205,45,47,150,3420,0,0,10,53,0,2,0,1,0,127,11,615,0.0,0.0,0.0,0.0
61603,55,50,39,1488,0,0,2,27,0,0,0,1,0,0,0,221,0.0,0.0,0.0,0.0
169359,40,39,7,226,0,0,0,3,0,0,0,0,0,0,0,41,0.0,0.0,0.0,0.0
79852,40,40,2,90,0,0,0,1,0,0,0,0,0,2,0,12,0.0,0.0,0.0,0.0
8432,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
126184,45,43,1,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
154566,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40349,50,48,106,3150,0,0,7,43,0,0,0,3,0,87,3,482,0.0,0.0,0.0,0.0
18726,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
103912,45,43,21,617,0,0,3,7,0,0,0,0,0,0,0,78,0.0,0.0,0.0,0.0
61933,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20529,55,45,70,868,7,5,1,11,0,0,1,3,1,0,10,197,0.0,0.0,0.0,0.0
83543,55,50,13,335,0,0,1,4,0,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0
51927,45,45,93,2888,2,1,9,44,0,0,0,10,0,0,2,465,0.0,0.0,0.0,0.0
68983,45,40,26,756,0,1,2,13,0,0,0,2,0,0,0,132,0.0,0.0,0.0,0.0
17997,50,49,66,2082,0,2,5,29,0,0,0,6,0,0,7,326,0.0,0.0,0.0,0.0
41674,40,38,1,20,0,0,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0
