element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
69140,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
38411,55,51,50,791,1,1,5,5,0,0,0,2,0,0,5,0,0.0,0.0,0.0,0.0
51507,55,53,88,1675,2,1,7,19,0,0,0,1,1,0,11,0,0.0,0.0,0.0,0.0
80254,45,40,51,1185,0,0,6,11,0,0,0,0,1,0,6,0,0.0,0.0,0.0,0.0
41270,65,67,122,2632,2,2,14,23,1,0,0,8,0,0,6,0,0.0,0.0,0.0,0.0
98980,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
101184,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
37339,50,49,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
47390,50,45,17,276,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
114283,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40564,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
79852,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8432,60,58,125,2790,0,0,14,34,0,1,0,1,0,81,3,0,0.0,0.0,0.0,0.0
126184,40,40,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
54469,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40349,45,56,144,3420,0,0,12,45,0,0,0,3,0,117,8,0,0.0,0.0,0.0,0.0
18726,45,45,63,1755,0,0,5,28,0,1,0,1,0,46,2,0,0.0,0.0,0.0,0.0
103912,45,45,6,63,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15237,50,43,7,270,0,0,1,6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40387,50,46,3,44,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
61933,45,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
68983,45,45,93,3266,2,4,5,66,0,0,0,10,0,0,9,0,0.0,0.0,0.0,0.0
17997,50,44,26,984,1,0,1,22,0,0,0,5,0,0,1,0,0.0,0.0,0.0,0.0
15749,70,69,158,3420,0,0,18,34,0,1,0,1,0,75,1,0,0.0,0.0,0.0,0.0
60551,50,49,83,2455,0,7,4,45,1,0,0,2,0,0,6,0,0.0,0.0,0.0,0.0
40145,45,44,67,2426,0,1,7,30,0,0,0,1,0,0,3,0,0.0,0.0,0.0,0.0
17349,70,71,130,2823,4,8,11,32,0,0,0,1,0,0,10,0,0.0,0.0,0.0,0.0
44683,55,52,108,2180,6,8,5,39,0,0,0,4,0,0,7,0,0.0,0.0,0.0,0.0
41328,60,56,100,2199,0,6,9,24,1,0,0,4,0,0,8,0,0.0,0.0,0.0,0.0
135363,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
44346,90,73,121,2331,11,4,10,23,0,0,0,3,1,0,13,0,0.0,0.0,0.0,0.0
88894,45,41,7,209,0,0,1,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
49413,45,41,50,1735,1,1,3,34,0,0,0,5,0,0,2,0,0.0,0.0,0.0,0.0
58786,55,51,6,335,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
54861,65,74,166,2818,19,4,5,61,0,0,0,7,1,0,23,0,0.0,0.0,0.0,0.0
59125,55,50,15,443,0,0,1,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
60252,45,44,49,1051,2,2,1,21,0,0,0,2,0,0,6,0,0.0,0.0,0.0,0.0
50471,55,54,82,2413,3,2,2,56,0,0,0,7,0,0,7,0,0.0,0.0,0.0,0.0
50472,50,48,103,3374,3,3,5,72,0,0,0,7,0,0,6,0,0.0,0.0,0.0,0.0
19419,65,60,94,2219,2,3,6,32,0,0,0,1,0,0,10,0,0.0,0.0,0.0,0.0
42525,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
106611,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
59949,50,46,74,2165,0,5,9,22,0,0,0,4,0,0,5,0,0.0,0.0,0.0,0.0
12745,70,78,177,3420,5,7,11,40,1,0,0,4,0,0,24,0,0.0,0.0,0.0,0.0
55422,90,78,77,1235,3,5,1,22,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0
20467,90,93,194,2286,14,13,9,27,0,0,0,3,0,0,23,0,0.0,0.0,0.0,0.0
42774,45,48,108,3208,5,1,7,56,0,0,0,9,0,0,11,0,0.0,0.0,0.0,0.0
41823,50,46,33,1705,0,0,0,30,1,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0
37642,60,53,99,1902,3,2,8,23,1,0,0,2,0,0,11,0,0.0,0.0,0.0,0.0
51938,55,52,13,429,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
41727,40,39,28,1069,1,0,1,21,1,0,0,2,0,0,3,0,0.0,0.0,0.0,0.0
66797,50,53,140,3420,0,0,11,54,0,0,0,1,0,155,2,0,0.0,0.0,0.0,0.0
81880,75,68,63,1063,1,5,7,11,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
39155,60,56,93,2230,3,5,4,42,0,0,0,2,0,0,7,0,0.0,0.0,0.0,0.0
56979,60,48,95,1535,5,4,8,12,0,0,0,3,0,0,9,0,0.0,0.0,0.0,0.0
15157,65,61,96,1724,4,4,11,14,0,0,0,1,1,0,14,0,0.0,0.0,0.0,0.0
58621,65,61,114,3157,0,6,8,42,0,0,0,5,0,0,9,0,0.0,0.0,0.0,0.0
97299,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
37572,115,111,121,1944,12,3,10,20,0,0,0,2,0,0,16,0,0.0,0.0,0.0,0.0
103955,45,46,82,1748,2,6,6,24,0,0,0,1,0,0,7,0,0.0,0.0,0.0,0.0
61366,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20664,100,92,147,2511,4,12,15,21,0,0,1,2,0,0,20,0,0.0,0.0,0.0,0.0
55909,55,45,47,1020,0,0,6,10,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0
18892,85,82,58,1369,0,5,5,17,0,0,0,1,0,0,6,0,0.0,0.0,0.0,0.0
106760,40,40,66,1949,0,0,6,21,0,0,0,2,0,0,2,0,0.0,0.0,0.0,0.0
76359,60,57,37,1209,0,2,2,17,1,0,0,4,0,0,4,0,0.0,0.0,0.0,0.0
66749,65,66,159,2005,17,7,3,40,0,0,1,3,0,0,21,0,0.0,0.0,0.0,0.0
51940,60,58,114,2520,0,0,11,26,0,0,0,0,0,89,1,0,0.0,0.0,0.0,0.0
109322,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
43670,95,102,212,2729,11,18,13,29,0,0,0,3,0,0,27,0,0.0,0.0,0.0,0.0
58845,45,44,63,2498,1,1,5,54,1,0,0,6,1,0,9,0,0.0,0.0,0.0,0.0
76542,60,60,62,2046,0,3,5,27,0,0,0,2,0,0,1,0,0.0,0.0,0.0,0.0
50232,55,51,22,923,0,0,2,14,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0
38290,45,44,62,2215,1,1,8,36,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0
58771,50,45,73,2813,0,0,10,36,0,0,0,4,0,0,1,0,0.0,0.0,0.0,0.0
40142,85,83,94,1953,7,5,7,29,0,0,0,6,0,0,9,0,0.0,0.0,0.0,0.0
19838,40,40,20,834,0,1,1,20,0,0,0,0,1,26,0,0,0.0,0.0,0.0,0.0
20480,55,51,75,2126,0,1,4,40,0,0,0,0,0,76,5,0,0.0,0.0,0.0,0.0
18665,45,43,58,1904,0,1,7,27,0,0,0,4,0,0,5,0,0.0,0.0,0.0,0.0
63426,40,38,12,470,0,0,1,10,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
18867,50,49,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7645,60,59,126,3154,2,2,10,38,0,0,0,1,0,0,10,0,0.0,0.0,0.0,0.0
90518,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
49384,50,46,27,498,2,0,1,8,0,0,0,2,0,0,3,0,0.0,0.0,0.0,0.0
83427,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40146,45,39,47,1286,0,0,5,17,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0
80447,45,45,74,2853,0,0,7,48,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0
20452,60,58,114,2151,8,6,10,30,0,0,1,3,0,0,11,0,0.0,0.0,0.0,0.0
58376,40,40,48,1170,0,0,2,23,0,0,0,0,0,74,1,0,0.0,0.0,0.0,0.0
101178,45,43,22,493,0,1,0,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
78056,45,41,8,236,0,0,1,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
115556,40,44,99,3052,1,2,8,48,0,0,0,5,0,0,6,0,0.0,0.0,0.0,0.0
39194,65,68,136,3060,5,3,9,41,0,0,0,7,0,0,12,0,0.0,0.0,0.0,0.0
78830,45,43,5,141,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
37915,60,58,96,2430,0,0,9,29,0,0,0,0,0,58,3,0,0.0,0.0,0.0,0.0
102884,40,40,26,810,0,0,1,12,0,0,0,0,0,31,0,0,0.0,0.0,0.0,0.0
45268,60,54,53,1068,3,3,1,25,0,0,0,2,0,0,6,0,0.0,0.0,0.0,0.0
39215,55,51,92,2307,0,0,7,38,0,1,0,1,0,89,1,0,0.0,0.0,0.0,0.0
20145,40,39,56,2610,1,0,4,55,0,0,0,5,0,0,2,0,0.0,0.0,0.0,0.0
9089,50,51,105,2700,0,0,7,46,0,1,0,0,0,100,5,0,0.0,0.0,0.0,0.0
43250,60,56,70,1445,2,3,9,14,0,0,0,1,0,0,4,0,0.0,0.0,0.0,0.0
89085,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
60232,40,38,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
50175,85,78,57,1301,1,4,4,12,0,0,0,1,0,0,2,0,0.0,0.0,0.0,0.0
18656,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
